age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
3;2;0;0,25;0;0;3;Kjedelig;
2;1;0;0,5;0,6666667;1000000;3;Kina;
1;1;0;0;0;32000;2;Kimakvoter er noe bortkastet piss Vi må heller ta utslipp som er skadelig for klimaet og kloden vår på alvor Det burde heller vært mye strenger på at man skal ha renseannlegg osv så pengene får til noe fornuftig istede for at det bare forsvinner uten at noen kan gjøre noe med det;
4;1;1;0,75;0,3333333;350000;2;Kildesortering;
1;1;1;0,75;0,3333333;35000;2;Katatrofer død sol varme issmelting vann varierende vær;
3;2;1;0,75;0,6666667;0;2;Katastrophe;
7;2;1;1;0,6666667;175668;2;Katastrofer som ras orkaner oversvømmelser m m;
1;2;1;0,75;0,3333333;80000;2;katastrofer som flom ras orkan ol;
1;1;1;0,5;0,3333333;0;1;Katastrofer som eventuelt fører til dommedag;
4;1;1;0,75;0,6666667;480000;3;Katastrofer hva kan jeg gjøre fremtiden;
5;1;1;1;0,6666667;700000;3;Katastrofer hungersnød flom ras økt temperatur faunaendringer;
4;2;1;0,75;0,3333333;400000;2;katastrofer;
5;1;1;0,75;0,3333333;500000;3;Katastrofer;
5;2;0;0,5;0,3333333;440000;2;katastrofer;
2;2;1;1;0,6666667;350000;3;Katastrofer;
4;1;1;0,75;0,3333333;330000;2;katastrofer;
5;1;1;0,5;0,6666667;750000;3;Katastrofer;
5;2;1;0,75;0,6666667;430000;3;Katastrofen på Filippinene denne uken;
3;1;1;1;0,6666667;550000;3;Katastrofen;
3;2;1;0,75;0,6666667;450000;3;Katastrofe tyfon ødeleggelser død;
4;2;1;1;0,3333333;450000;3;Katastrofe;
2;1;1;1;0,6666667;370000;3;katastrofe;
6;2;0;0,75;0,3333333;0;2;Katastrofe;
4;1;1;0,75;0,3333333;800000;2;katastrofe;
6;2;1;1;0,6666667;400000;3;Katastrofe;
6;2;1;0,75;0,3333333;0;3;Katastrofalt;
4;1;1;0,75;0,6666667;300000;3;Kanskje heldig for norge men urettferdig og truende for flertall av verdensbefolkning særlig ressurs fattige i sør;
5;2;0;0,5;0,3333333;0;1;Kansje får varmere sommer ustabile vintrer;
5;1;1;0;0,3333333;800000;3;Kan klimaendringer komme av økende utslipp? Hvorfor har det blitt mere taifun og uvær?;
1;2;0;0,5;0,6666667;30000;1;Kaldt - jeg er redd for at golfstrømmen endrer retning og vi får en ny istid Jeg er også litt redd for at jorden skal bli oversvømt Men for å være helt ærlig tenker jeg ikke så veldig mye over klimaendringer som jeg burde gjort;
1;2;0;0,5;0,6666667;0;3;kaldt;
5;1;1;1;0,6666667;350000;3;Kaldere vinter Mer regn sommer Stoppe alle flyreiser til syden øke avg betydlig Selv har jeg varmepumpe m/bergvarme red energi behov 65% + tar og ut solenergi til annen oppvarming;
5;1;0;0,5;0,3333333;600000;3;Kaldere varmere klima kan være klimaperioder i jordens historie;
1;1;1;0,75;0,3333333;800000;2;Kaldere;
3;1;1;0,75;0,6666667;400000;1;kalder vintre i nord og våtere og kaldere sommre;
4;1;0;0,25;0,3333333;363612;1;kalder varmere osonlag;
4;2;0;0,5;0,3333333;350000;2;Kalde somre;
1;1;1;1;0,3333333;150000;2;Jordens naturlig syklus Menneskers påvirkning Penger er viktigere enn miljøet;
3;1;0;0,25;0;500000;1;Jorden er og har vert i forandring i all tid Det er jo bare å ta en titt i historie bøkene Synest det er galt at vi skal betale for dette med PENGER;
2;2;1;1;0,3333333;450000;3;Jorden er hardfør og vil nok overleve det meste men vi mennesker er sårbare og bør passe bedre på jorden for å redde oss selv;
5;1;1;0,5;0,3333333;400000;3;Jorden;
5;2;0;0,5;0,3333333;200000;3;Jorda har i alle tider hatt klimaendringer selv om nok noe av det vi opplever i dag er menneskeskapt;
5;2;0;0,5;0;0;1;jjeg tenker at været og klima går i sykluser det vil alltid være i forandring med års mellomrom;
6;1;0;0,5;0;300000;2;Jeg ønsker vinter og snø;
2;1;0;0,75;0,6666667;0;3;Jeg ønsker det veldig bra vil ha godt miljø å finne klima;
4;1;0;0,5;0,3333333;880000;3;Jeg vet ikke hva jeg skal mene om klimaendringer Kloden har vært i ekstreme forandringer opp gjennom historien Jeg heller mot at noe av det vi ser i dag kan være menneskeskapt og at det er viktig å ha fokus på miljøet og redusere utslipp;
5;2;0;0,25;0,3333333;610000;3;Jeg tror ikke klimaendringene er menneskestyrt Slike svingninger har det vært gjennom alle tider!;
2;1;1;0,75;0,3333333;550000;0;Jeg tror dette er noe som skjer i sykluser her på planeten dette forandrer seg hele tiden og har gjord det alle år Men nå de sisste 10-30 årebe har vi menskene begynt og virkelig ødelegge Store mengder avfall i havet aldt dor mye unldvendig fiske i havet Havet dør snart om vi ikke stopper !!!!!!!!!!!! pluss det sker mye mye mye mere forferdelige ting vi velger og overse Fy skamme seg menneske;
6;1;1;1;0,3333333;400000;1;Jeg tror at politikerne ikke tør kraftig å begrense utslippene i frykt for lavere forbruk og mindre stemmer ved valg;
2;1;1;1;1;360000;3;jeg thenke at er en stor problem for alle land;
1;1;0;0,75;0,3333333;245000;2;Jeg tenter på dårlig vær;
6;2;1;0,75;0,3333333;300000;3;Jeg tenker: Våre barnebarn og menneskeheten kan få en dramatisk livssituasjon;
1;2;1;0,5;0,3333333;70000;1;Jeg tenker på utslipp av Co2 Jeg tenker også det blir varmere pga det;
2;2;1;0,5;0,6666667;0;3;Jeg tenker på Svalbard og issmeltingen Jeg tenker også på Kina og land som forrurenser utrolig mye og lurer på hvordan kunne man redusert dette Jeg tenker også på energisparing i mange ulike former - varmepumper ledlys hvitevarer og utstyr som bruker betydelig mindre energi enn det som har vært vanlig før og mye mer;
1;2;1;1;1;0;2;jeg tenker på regnskogen som hugges ned hver eneste dag og hvor del Norge Statoil og Pensjonsfondet har med dette og gjøre det gjør meg kvalm hvor dobbeltmoralske vi er;
6;2;1;0,75;0,6666667;290000;1;Jeg tenker på isfjell som smelter og dermed økende havnivå på mildere klima mer urolig vær med storm og mye nedbør på vår del av kloden På andre deler er det tørke;
1;2;1;0,5;0,6666667;450000;3;Jeg tenker på globaloppvarming;
2;1;1;1;0,3333333;91000;2;Jeg tenker på fattige land som får masse sykdommer på grunn av den Tenker på noen land som går under vann etter noen år;
4;2;1;1;0,3333333;0;3;Jeg tenker på en dårligere framtid for de som kommer etter oss og kjenner en vond følelse i magen;
5;2;1;1;0,3333333;454000;3;Jeg tenker på de som kommer etter meg Hvordan blir det for dem?;
4;1;1;0,75;0,6666667;1000000;0;Jeg tenker på alle mulighetene vi har og som enkelt kunne la seg gjennomføre men som pga politikk mangel på initiativ mangel på nytenkning og mest av alt mangel på langsiktig tenkning ikke blir diskutert og langt mindre gjennomført Hvorfor sier en ikke at feks etterisolering av hus kan gjennomføres momsfritt? Mange fler ville ha gjort dette av egen interesse Når slike ting ikke skjer begynner en å lure på hva politikerne egentlig tenker Hva er eller hvor alvorlige er klimaendringene egentlig? Dersom dette er så viktig (noe jeg tror på) bør en sette i gang omgående tiltak for å lede folket i riktig retning og ikke bry seg så mye med om folket i samme stund faktisk tjener på tiltakene Mangelen på slik tenkning bidrar stort til politikerforakt og uengasjerte innbyggere Det er en farlig utvikling for et folk og nasjon i sin helhet;
2;2;0;0,25;0,6666667;0;0;"Jeg tenker mye Tenker det er positivt at vi ser på muligheter til reduksjon av forurensning Tenker på at klimaet har vært anderledes før Det har vert palmer på Svalbard osv Jeg tror klima og temperatur på jorden har sykluser Det er slik jeg ser det Og jeg tror norske myndigheter og politikere bruker klima for å med ""god grunn"" kunne håve inn ekstra skatter og avgifter En stund var det global oppvarming som var mote orde på politikerenes lepper men når det viste seg å ikke passe ble det klimaendringer! ";
1;1;0;0;0,3333333;470000;3;jeg tenker ingenting for jeg bryr meg ikke om klimakrisen som er en stor svindel;
2;1;0;0,75;0,3333333;340000;1;Jeg tenker først og fremst at dette skjer fra naturens side Dernest tenker jeg at det er mange som er ute etter å tjene penger på å snakke om menneskeskapte klimaendringer Rent lokalt som f eks når jeg bodde i [ ] en periode og tok spaserturer ved [ ] har jeg følt at mange mennesker tenker på seg selv fremfor miljøet Og jeg tenker av og til det samme her i [ ] selv om det her uansett vil være helt på trynet en god stund fremover om folk tar offentlig transport eller bilen Ved å se på det store bildet tenker jeg at utslipp i elver og denslags bør man holde seg for god til Dette bør straffes mye hardere enn det gjøres i dag I det hele tatt ønsker jeg meg høye straffer for alle som bedriver forurensing uansett skala [ ] er for meg et skittent høl og jeg skjønner ikke at det ikke gjøres mer Jeg skjønner det rett og slett ikke Det er sånne ting som for meg gjør at jeg får mindre og mindre tro på mennesket Når jeg leser om / ser på TV om søppel som sendes til deler av Afrika blir jeg skikkelig oppgitt Akkurat DET er for meg helt ubegripelig Barn som plukker på gamle pc'er osv for å selge det lille de klarer å utvinne videre for noen skarve kroner Det er kanskje komplisert å sette en stopper for dette men man må sette inn tiltak i mange ledd her Og behovene som skapes for forbrukersamfunnet burde jekkes ned 10 hakk Jeg blir også drittlei av å se ordet klimaendringer For mennesket er håpløst Korrupt Mennesket klarer ALDRI å fikse dette Man skjønner at mange virkelig brenner for å gjøre ting bedre for oss alle men når det da også finnes en hel bråte av idioter der ute er det ikke mye håp;
1;2;1;0,5;0,3333333;40000;2;Jeg tenker først og frems nordpolen og sørpolen At isen smelter og vannet stiger og tilslut vil det stige til vår høyde Jeg tenker også byen min ([ ]) hvor det hvert år er innlegg om hvor mye forurensning vi har [ ] at dette er helsefarlig og at klimaendringene må i gang for at noe skal bli bedre Jeg tenker at klimaendringer er et stort problem i verden i dag og vi gjør ikke nok for at det skal bli gjort noe med det;
3;2;1;1;0,6666667;400000;3;Jeg tenker det er skremmende og det er på tide å ta trusselen på alvor For hvert år bare øker værrelaterte kriser og vi i Norge må forstå at vi ikke for alltid vil være beskyttet av oljepengene våre Vi må tenke på de som kommer etter oss og vise solidaritet ved sammen å senke forbruket og senke utslippene;
5;1;1;0,75;0,3333333;250000;0;Jeg tenker at vi i Norge er så få at den påvirkningen vi har på klimaet er minimalt i forhold til der de store populasjonene er i verden At vi skal kjøre på med miljøavgifter o a avgifter på bl a drivstoff (diesel/bensin) her til lands (nordnorge) med lang vinter og store avstander blir nesten hyklerisk og kun penger inn i en dårlig disponert statskasse! Olja er Vår og Vannkrafta er Vår så vi Burde tatt oss fordeler av dette Det ville ikke påvirket klimaet på jorda i noen betydelig grad (selv om det ikke ville vært å gå forran som et godt eksempel) Og La olja i Arctis bli Liggende!;
6;2;0;0,25;0;262108;3;Jeg tenker at klimaendringer har skjedd med ulike mellomrom opp gjennom tidene uavhengig av menneskenes påvirkning Utslipp som forurenser er en annen sak og må bekjempes;
3;2;0;0,5;0,6666667;550000;3;"Jeg tenker at klima har gått i ""bølgedaler"" tidligere også og tenker at også historien bør legges til grunn og forskes på skikkelig før man kaller dette menneskeskapte klimaendringer Men skulle det være menneskeskapte endringer så tror jeg at utviklingen kan stoppes dersom verdenssamfunnet pålegges strenge tiltak Men tror påbud må til for å få resultat som monner ";
2;1;1;0,75;0,6666667;400000;1;Jeg tenker at klima endrer seg på plantet kanskje litt uansett man at mennesket påvirker det også i god grad jorden vår er en levende plant som ikke altid har sett ut som det gjør nå dette er nok bare vår tid under solen mens vi setter litt fart bak det;
2;1;0;0;0;550000;2;Jeg tenker at iflg geologi klimaendringer har skjedd flere tusen ganger de siste årmillionene;
1;1;0;0,5;0;0;1;jeg tenker at det ikke er så mye vi kan gjøre pga det ikke har så mye med va vi gjør å gjøre klimaendringene hadde skjedd uansett( slik som det har gjort før for tusener av år siden) men vi gjør at den kommer litt fortere;
3;1;1;0,75;0,3333333;550000;3;Jeg tenker at det er vanskelig å få gjort noe men vi må prøve Vi skylder oss selv og våre barn å gjøre det vi kan Og det må skje raskt Men jeg er pessimist Jeg tror vi i løpet av få tiår kommer til å oppleve store endringer i verden endringer ingen av oss aner konsekvensene av;
1;2;0;0,5;0,3333333;0;1;Jeg tenker at det er vanlig ikke stor problem for meg og klimaendringer i Norge er det litt vanskelig men det går fint;
2;1;0;0,25;0;240000;3;jeg tenker at det er problem i verdensrom;
5;2;0;0,5;0,3333333;700000;3;Jeg tenker at det er mange forskjellige meninger Vanskelig å vite hvem jeg skal stole på Tror noen overdriver sine meninger;
1;2;1;1;0,6666667;150000;3;Jeg tenker at det er en veldig merkelig prioritering av den nye regjeringen at det er viktigere å fjerne forbudet mot lakrispiper og ha polet åpent på nyttårsaften enn å diskutere og prioritere en mer miljøvennlig profil for Norge og satsningen på kollektivtrafikk Hårreisende!;
3;2;0;0;0;270000;2;Jeg synest at det er en sak som har blitt hauset opp i media og gjort mye værre enn det nødvendigvis er det bekymrer meg ikke i det hele tatt og tror ikke det er så mye vi kan gjøre fra eller til for å forandre en eventuell endring i klimaet her på jorden det har skjedd før vi har hatt istid;
2;2;0;0;0,3333333;150000;3;Jeg synes det er alt for mye fokus på klima Klimadebattene gir folk skyldfølelse og større bedrifter føler press på at de må være klimanøytrale grønn ditt og datt;
5;1;0;0,75;0,3333333;730000;3;Jeg ser ingen grunn til å tvile på at klimaet er under endring og jeg håper at menneskelig aktivitet er en viktig/den viktigste årsaken til dette Dermed kan endringen reverseres ved endret menneskelig adferd noe jeg tror er mulig Dessuten håper jeg at jeg ikke vil få oppleve klimaeffektene av enorme vulkanutbrudd;
6;2;1;0,75;0,6666667;360000;2;Jeg ser allerede klimaendringer Det skulle være vinter nå men er nærmest vår Orkarer og troner sier sist Jeg tenker det er skremmende;
6;1;0;0;0;420000;3;Jeg orker ikke å høre mer om klimaendringer Jeg er dørgende lei av dette;
2;2;1;0,75;0,3333333;428000;3;Jeg må skjerpe meg bli mer engasjert og gjøre de endringene jeg kan i hverdagen;
3;1;0;0,5;0,3333333;390000;2;Jeg mener at sola er den største faktoren til klimaendreinger selvføgelig godt hjulpet av mennesker Grunnen til det er at sola har oppført seg litt merkelig etter at den siste solsyklusen starta rundt 2008 Noen mener også at andre planeter i solsystemet opplever klimaforandringer noe som de fleste astronomer hevder er konspirasjonsteorier Personelig er jeg nødt til å forholde meg til det til det som blir sagt og skrevet for klimaendringer lokalt eksisterer ikke Uansett hvem som har skylda må vi i den vestelige verden skjerpe oss og slutte med å forsøple og forgifte det eneste stedet i solsystemet vi kan leve pr dags dato;
4;2;1;0,5;0,3333333;400;2;Jeg liker ikke de endringene som er i klimaet;
1;1;1;1;0,6666667;0;2;Jeg håper og ber at verdens land vil komme til enighet om en omfattende avtale Det ER mulig å få gjort noe med dette problemet men rike land må slutte å vere så grådige og faktisk hjelpe fattige land ved å invistere i klimavennlig industri og co2 minkende tiltak i fattige land så vel som i sine egne Oljefondet bør trekkes ut av alt skittent og miljøfiendtlig og heller brukes til investeringer i milkøvennlig teknologi infrastruktur osv i andre land Videre bør FN opprette et fond som alle rike land skal betale en kvote på f eks 1% av BNP eller hva som matamatisk trengs til der pengene går til fremmingen av miljøvennlige tiltak i u-land Deretter bør rike land tvinges til å bruke ytterligere halvparten av hva verdi de spytter inn i fondet ekstra til tilsvarende prosjekter eller bistand Og på toppen av dette bør jo denne utslippsreduskjonsavtalen komme med dette FN fondet og I-lands ytterligere forpliktelser som insentiver til U-land om å signere avtalen Det er vi rike land som har skapt problemet vi må ta mesteparten av ansvaret;
2;1;1;0,25;0;390000;2;Jeg håper det kan holde seg stabilt og at ikke forandringene blir for store;
7;1;0;0,5;0;550000;0;Jeg hører ordet-usansynlig-for naturen ordner alt-og til enden og dommedagen !;
7;1;0;0,25;0,3333333;600000;3;"Jeg husker godt regn ras og uvær fra 1930-årene og aner at det var snakk om is-smelting i Polhavet også dengang Jeg tenker av og til at ""klimaendring"" har blitt dagens moteord ";
3;2;1;0,75;0,6666667;417700;3;Jeg føler et ubehag Det er for meg et svært negativt ladet ord og jeg tenker på hvordan verden vil være for mine barn og barnebarn Jeg er redd for at vi vil merke konsekvensene av klimaendringene mye raskere enn hva vi tror i dag;
1;2;1;1;0,6666667;20000;2;"Jeg er veldig interessert i klimaendringene og bli fort provosert hvis folk sier at det ikke er sant eller at det er greit å kjøre på som vi gjør nå Det er så utrolig mye vi kan gjøre for å dempe utslippene våre men likevel er det mange som ikke gidder fordi ""det har ikke noe å si hva en person gjør"" Men det har jo det! Hvis alle gjør litt gjør vi sammen mye FrP sine utsagn om at det ikke skjer er bare totalt på trynet Det jeg tenker når de sier sånn er at de sier det så de kan cruise rundt i bilene sine med god samvittighet istedenfor å konstant tenke på utslipp Résirkuler ta mer buss bruk ting igjen det er ikke værre enn det ";
5;1;0;0,5;0;650000;1;Jeg er usikker på om påstandene om klimaendringer er relevante Jeg er også usikker på om alle klimaendringer er menneskeskapt;
6;1;0;0,25;0,3333333;800000;3;Jeg er ikke overbevist om den tolkning som er valgt Jeg er 67 år og i hele mitt liv har jeg vært utsatt for klimaendringer Snø mangel på snø mye nedbør lite nedbør kalde somre varme somre etc;
2;2;0;0,75;0,3333333;400000;3;Jeg er ikke 100% sikker på om klimaendringer skyldes så mye selve forurensningen Naturkatastofer har oppstått i alle år på denne jord;
3;1;1;1;0,6666667;600000;3;Jeg er delvis optimist siden ting skjer på solsiden (solceller altså) men og veldig pesimistisk fordi alle venter med å gjøre noe til de har blitt rikere;
4;2;1;1;0,3333333;280000;1;jeg er bekymret;
3;2;1;0,75;0,3333333;338400;1;Jeg er bekymerer om det håper de andre kunne tenker på det;
6;1;0;0,5;0,6666667;1300000;3;Jeg er [] klimaendringer er en naturlig del av vår planet;
2;2;1;1;0,6666667;472000;3;Jeg blir skremt av å tenke på hvordan vi behandler jorden vi lever på og at vi ikke gjør større endringer raskere for å ta bedre vare på den;
1;2;1;0,75;0;0;2;Jeg blir redd og skeptisk ovenfor vårt enorme CO2 utslipp samtidig som jeg tenker på verden ang flom og andre naturkriser/ekstremvær;
5;2;1;1;0,3333333;85000;3;jeg blir kjemperedd og vil gjerne gjøre mer enn jeg gjør Blir sint og frustrert når folk ikke tar det alvorlig;
3;1;1;1;0,3333333;400000;3;Jeg blir kjempe skremt om fremtiden og hvordan neste generasjon skal leve hvis vi ikke gjøre noe med;
7;2;1;0,75;0;225000;1;Jeg blir engstelig for hvordan fremtid blir for våre etterkommere Vi som lever i dag kan mestre det men noe må gjøres fort;
4;2;1;1;0,6666667;169500;2;Jeg blir bekymret Og redd for fremtiden både min mine barn og barnebarns;
1;2;1;1;0,3333333;60000;1;"Jeg bli redd for hva som kommer til å skje med framtiden Jeg har faget ""Sosialkunnskap"" og har akkurat lest om at vi gjerne er så bortskjemte at vi undergraver vår egen framtid Rekningene sendes til neste generasjon Samtidig tenker jeg at dette som egentlig gjaldt økonomi kan overføres til våre vaner når det gjelder miljøvennlighet Vi må huske på at det kommer mennesker etter oss og det virker det ikke som om vi gjør ";
4;1;0;0,25;0;0;2;jaha ?? Ei fleste er so unanserte og ingen tenke konsekvensar/realitetar utover sitt eige innhald Ingen tar med at planeten endrar seg ogso heile tida Målingar over tid vert sett opp som absolutt sjølv om målingar kun har vore utført ca 50 til 70 år og vert ikkje sett saman med tidslinjer for planeten eksempelvis for 100000 år til 10miljonar år;
4;1;1;0,25;0,3333333;440000;3;Ja men det har jeg jo hørt før jeg tror jeg konsentrerer meg om noe annet F eks bestiller meg en ny billig flytur;
3;1;0;0,75;0,3333333;0;2;Ja det er klimaendringer Nei dette bør ikke bli enda en melkeku Avgiftspolitikk innen kjøretøy (spesiellt EL/hybrid) og import må det fokuseres på;
2;1;1;1;0,3333333;300000;3;its going to affect rapidly our lives in future;
6;1;0;0,25;0;300000;2;istider;
3;1;1;0,5;0,3333333;436000;3;Issmeltingen i Arktis;
1;2;1;1;0,6666667;180000;2;Is-smelting økte havnivåer varmere hav som fører til mer hyppige og kraftigere stormer;
4;1;1;0,75;0,3333333;0;2;issmelting økt havoverflate/stand;
2;2;1;1;0,6666667;520000;3;Issmelting vannmangel;
4;2;1;1;0,6666667;465000;3;Issmelting tørke vannmangel dårlig luft orkaner tyfoner ødeleggelser av regnskogen og andre og oftere naturkatastrofer At land med store utfordringer får enda større og vanskeligere utfordringer hvilket fører til større menneskelige lidelser og lignende !;
2;2;1;0,5;0,6666667;370000;3;issmelting stormer orkan flom osv;
4;2;1;0,75;0,3333333;0;3;Issmelting på polene endringer i dyre- og plantelivet Uforutsigbare værforhold som påvirker hele kloden;
1;2;1;1;0,3333333;20000;2;Issmelting på polene ekstremvær;
4;1;1;0,5;0,3333333;600000;1;issmelting og uvær;
4;1;1;0,75;0,3333333;1700000;3;issmelting og ustabilt vær;
3;2;1;0,75;0,6666667;470000;2;Issmelting og stigende vannivå Flere kraftige stormer og ustabilt vær Varmere klima;
1;1;1;1;0,6666667;50000;2;Issmelting og naturkatastrofer Enden på visa for jorden Vi må endre vårt levesett drastisk hvis vi skal endre dette Det gjelder ikke bare at vi må slutte med ikke-fornybare energikilder men også at hver og en av oss spesielt i den vestlige verden må minske vårt forbruksnivå mange mange hakk Vi lever i det jeg liker å kalle et konsumhelvete noe Norge burde og har muligheten til endre i og med at vi er et så rikt land som vi er;
6;2;1;0,5;0,3333333;371000;3;Issmelting og havnivået Stig;
1;2;1;0,25;0,3333333;100000;2;Issmelting naturkatatrofer som orkaner tsunamier o l el-bil gjenvinning resirkulering gjenbruk ozonlaget cO2-utslipp;
4;2;1;0,75;0,6666667;369;3;Issmelting i Syd-og Nordpolen Dyrelivet med isbjørnen som symbol forringes og blir destruert og det går raskere enn først antatt Dette vil også påvirke vannstanden på sikt Dessuten mer uvær tyfoner og orkaner i sydligere strøk Lite påvirkning for oss her i Norge i forhold til andre land som tradisjonelt har pleid å få alt fra sterk storm til mye nedbør De vil få mer ekstremvær og får unngjelde for vår mangel på forståelse for hva vi kan gjøre for å hindre dette;
3;2;1;1;0,6666667;600000;2;Issmelting I Arktis og på Grønland;
4;1;0;0,5;0,3333333;500000;2;Issmelting forurensing;
6;1;1;0,75;0,3333333;450000;2;issmelting av polområder;
3;2;0;0,75;0,3333333;470000;3;Is-smelting;
1;1;0;0,5;0,6666667;0;2;Is-smelting;
4;1;1;0,5;0,3333333;950000;3;issmelting;
2;2;0;0,5;0,6666667;500000;3;issmelting;
6;2;1;0,75;0,3333333;450000;3;issmelting;
3;2;1;1;0,3333333;600000;3;Issmelting;
3;2;1;0,5;0,6666667;560000;3;Issmelting;
5;1;1;1;0,6666667;500000;3;Issmelting;
3;1;1;0,5;0,3333333;400000;2;Issmelting;
3;2;1;0,5;0;400000;1;Issmelting;
3;1;0;0,5;0,3333333;550000;3;Issmelting;
6;1;1;0,5;0,3333333;500000;2;Issmelting;
3;1;1;0,75;0,3333333;0;3;issmelting;
3;2;1;0,75;0,3333333;450000;3;Issmelting;
3;2;1;0,5;0,3333333;0;3;issmelting;
4;2;1;0,75;0,6666667;298000;2;issmelting;
1;2;1;0,75;0,3333333;0;2;issmelting;
4;2;1;0,5;0,3333333;400000;2;issmelting;
3;1;1;0,25;0;600000;3;Issmelting;
3;2;0;0,25;0,3333333;400000;3;issmelting;
5;1;1;0,5;0,3333333;200000;1;issmelting;
5;2;1;0,5;0,3333333;209000;2;issmelting;
2;1;1;0,5;0,3333333;670000;3;issmelting;
2;1;0;0,5;0,3333333;550000;3;Issmelting;
1;2;1;0,75;0,3333333;150000;2;Issmelte vannøkning mindre/kortere vinter;
5;1;1;1;0,3333333;350000;2;Isfritt i polområdene;
4;2;1;1;0,3333333;240000;3;isfjell som smeltar med isbjørn oppå ) Havet som stig Havstraumar som endrast Menneske i varme strok som får det ulideleg varmt Ørken som breier seg - Når eg no skriv dette opplever eg at eg ser jordkloden på lang avstand langt der nede liten som ein globus og prosessane utspelar seg vidare;
2;2;1;0,5;0,3333333;420000;2;Isenbreene som smelter;
5;2;1;0,75;0,3333333;280000;3;Isen ved polene avtar Det blir et varmere klima havnivået stiger katastrofevær blir kraftigere og hyppigere Regnskogen hugges ned i altfor stort tempo og ozonlaget skades stadig mer Livsgrunnlaget forringes for kommende generasjoner av mennesker og dyr og planter;
5;2;1;0,75;0,6666667;0;2;Isen som smelter og for mange som kjører bil til og fra jobb;
4;2;1;0,5;0,6666667;520000;3;isen som smelter;
1;2;1;0,75;0,6666667;0;2;Isen smelter vanskelig for dyr å tilpasse seg naturendringene Naturen har vanskelig for å tilpasse seg endringene Jorden blir mer forurenset og mer uren Vi som er et land der sunn livstil og ren og frisk mat er inn da synes jeg det er merklig at det er greit at vi og våre kommende unger skal puste inn uren og farlig luft;
3;2;1;0,75;0,6666667;445000;3;isen smelter på polene fare for stor økning av vannstanden i havene vår mindre bilkjøring!;
1;1;1;0,5;0,3333333;0;2;Isen smelter på nordpolen merkelig vær og flere stormer som rammer verdensdeler;
1;1;1;1;0,3333333;0;2;isen smelter planeten blir varmere havet stiger sogen hogges ned;
6;1;1;0,75;0,3333333;350000;3;isen smelter og havet stiger land kommer under vatn mange land får meir tørke og naturkatastrofer arter dør ut andre arter beveger seg nordover;
5;2;0;0,5;0,6666667;175000;3;isen smelter høyere temperatur;
3;2;1;0,75;0,6666667;428000;3;Isen smelter havet stiger;
4;2;1;0,75;0,6666667;400000;0;isen smelter /isbjørn dyr som lever i antartiske strøk får ikke nok mat;
6;2;1;0,75;0,6666667;160000;2;Isen smelter;
6;2;1;0,75;0,6666667;450000;3;isen smelter;
4;2;1;0,25;0,3333333;396000;2;isen smelter;
4;1;0;0,5;0,3333333;0;1;isen smeltar finn reddningsvesten;
3;1;1;0,75;1;900000;3;Isen på nordpolen smelter åpner for ny kortere passaje til andre kontinent Isbjørnen vil bli utryddet grunnet matmangel da den er avhengig av isen;
6;2;1;0,75;0,3333333;214700;2;"Isen minker breene Mye "" unormalt ""vær for årstidene Mange land opplever orkaner rassering av land og øyer ";
4;2;1;0,5;0,3333333;350000;2;Isen i Arktis smelter;
4;2;1;0,5;0,6666667;420000;1;Isbresmelting milde våte vintre og dårlige sommere;
3;2;1;0,5;0,3333333;700000;3;Isbresmelting;
3;2;1;0,75;0,3333333;700000;3;Isbresmelting;
4;1;0;0,5;0,3333333;400000;2;Isbreer som smelter;
2;2;1;0,5;0,3333333;460000;3;isbreer som smelter;
5;2;1;0,75;0,6666667;504000;0;Isbreer som smelter;
4;2;0;0,5;0,6666667;360000;0;isbreer som krymper;
2;1;0;0,5;0,3333333;420000;3;Isbreer;
6;1;0;0,75;0,6666667;240000;2;Isbreer;
4;2;0;0,5;0,3333333;570000;2;Isbreene smelter mer enn tidligere;
4;1;1;1;0,3333333;440000;3;Isbreene smelter havene stiger Katastrofer flom orkaner;
1;1;0;0,5;0,3333333;140000;2;isbreene smelter dyrearter forsvinner havet stiger man blir tvunget til å flytte;
6;2;1;1;0,3333333;300000;2;Isbjørner vil kanskje dø ut Pingvinene kan få en tøffere hverdag Isbreene i Norge er snart en saga blott;
1;2;0;0,5;0,6666667;100000;2;isbjørner og polene;
2;2;1;1;0,6666667;350000;3;Isbjørner og andre dyr som rammes og mine etterkommere som skal bo på jordkloden Vi mennesker særlig i rike land må anstrenge oss mer for å ta vare på omgivelsene våre;
3;2;1;0,75;0,3333333;375000;2;Isbjørner Is som smelter;
1;1;1;0,5;0,3333333;50000;1;Isbjørner dør men vulkan utbrudd er jo mye værre enn å kjøre bil;
3;2;1;0,75;0,6666667;200000;3;isbjørner :);
1;2;1;0,25;0,6666667;0;2;Isbjørnene som alle bryr seg om og mennesker som er minst like uskyldig som isbjørner som ingen bryr seg om;
2;2;0;0,5;0,3333333;250000;2;Isbjørnen var det første jeg tenkte på;
6;1;1;0,5;0;400000;3;Isbjørn som ikke finner mat pga at isen har smeltet;
4;2;1;1;0,6666667;650000;3;isbjørn i fare;
4;2;1;1;0,6666667;260000;2;Isbjorn;
1;2;1;0,5;0,3333333;0;2;Is som smelter og havnivået øker;
6;2;0;0,5;0,3333333;400000;3;Is som smelter i arktiske strøk;
