;age;gender;humanmade;concern;efficacy;income;edu3;openanswer;translation
1238;4;1;1;0.75;0.3333333;0;2;issmelting økt havoverflate/stand;Ísbræðsla aukið sjó yfirborð / standa 
1239;2;2;1;1.0;0.6666667;520000;3;Issmelting vannmangel;Ísbræðsla vatnsskortur 
1240;4;2;1;1.0;0.6666667;465000;3;Issmelting tørke vannmangel dårlig luft orkaner tyfoner ødeleggelser av regnskogen og andre og oftere naturkatastrofer At land med store utfordringer får enda større og vanskeligere utfordringer hvilket fører til større menneskelige lidelser og lignende !;Ís bráðna þurrt vatn skortur slæmt loft fellibylur typefones eyðileggingu regnskógarins og aðrir og oftar náttúruhamfarir sem lönd með helstu áskoranir fá enn meiri og erfiðara áskoranir sem leiða til stærri þjáningar manna og þess háttar! 
1241;2;2;1;0.5;0.6666667;370000;3;issmelting stormer orkan flom osv;Ice Melting Stors Hurricane Flóð etc 
1242;4;2;1;0.75;0.3333333;0;3;Issmelting på polene endringer i dyre- og plantelivet Uforutsigbare værforhold som påvirker hele kloden ;Ísbræðsla á Pólverjar Breytingar á dýra- og plöntulífinu Ófyrirsjáanlegar veðurskilyrði sem hafa áhrif á allan heiminn 
1243;1;2;1;1.0;0.3333333;20000;2;Issmelting på polene ekstremvær;Ís bráðnun á Pólverja Extreme Weather 
1244;4;1;1;0.5;0.3333333;600000;1;issmelting og uvær;Ísbræðsla og stormur 
1245;4;1;1;0.75;0.3333333;1700000;3;issmelting og ustabilt vær;Ísbræðsla og óstöðugt veður 
1246;3;2;1;0.75;0.6666667;470000;2;Issmelting og stigende vannivå Flere kraftige stormer og ustabilt vær Varmere klima ;Ísbræðsla og hækkandi vatnshæfi öflugri stormar og óstöðugt veðurhlíf loftslag 
1247;1;1;1;1.0;0.6666667;50000;2;Issmelting og naturkatastrofer Enden på visa for jorden Vi må endre vårt levesett drastisk hvis vi skal endre dette Det gjelder ikke bare at vi må slutte med ikke-fornybare energikilder men også at hver og en av oss spesielt i den vestlige verden må minske vårt forbruksnivå mange mange hakk Vi lever i det jeg liker å kalle et konsumhelvete noe Norge burde og har muligheten til endre i og med at vi er et så rikt land som vi er ;Ísbræðsla og náttúruhamfarir Í lok vegabréfsáritunar fyrir jörðina Við verðum að breyta lífi okkar verulega ef við verðum að breyta þessum áhyggjum ekki aðeins að við verðum að hætta við endurnýjanlega orkugjafa heldur einnig að hver og einn okkar sérstaklega í vestrænum heimi verður að draga úr neysluvettvangi okkar mörg mörg hak sem við lifum í því sem mér líkar að hringja í neytendahöll eitthvað Noregur ætti og fá tækifæri til að breyta því að við erum svo ríkur land eins og við erum 
1248;6;2;1;0.5;0.3333333;371000;3;Issmelting og havnivået Stig;Ice Melting og Sea Level Stig 
1249;1;2;1;0.25;0.3333333;100000;2;Issmelting naturkatatrofer som orkaner tsunamier o l el-bil gjenvinning resirkulering gjenbruk ozonlaget cO2-utslipp;Ísbelting náttúruhamfarir eins og fellibylur Tsunamis O L Electric Bíll Endurvinnsla Endurvinnsla Endurvinnsla Ozone Layer CO2 Losun 
1250;4;2;1;0.75;0.6666667;369;3;Issmelting i Syd-og Nordpolen Dyrelivet med isbjørnen som symbol forringes og blir destruert og det går raskere enn først antatt Dette vil også påvirke vannstanden på sikt Dessuten mer uvær tyfoner og orkaner i sydligere strøk Lite påvirkning for oss her i Norge i forhold til andre land som tradisjonelt har pleid å få alt fra sterk storm til mye nedbør De vil få mer ekstremvær og får unngjelde for vår mangel på forståelse for hva vi kan gjøre for å hindre dette ;Ísbræðsla í suðri og Norðurpól dýralíf með ísbjörninni sem tákn versna og er eytt og það fer hraðar en fyrst hélt að þetta muni einnig hafa áhrif á vatnsborðið til lengri tíma litið meira stormpróf og fellibylur á suðurhluta svæðum fyrir okkur hér í Noregi samanborið við önnur lönd. Hver sem jafnan hefur það notað allt frá sterkum stormi til mikillar úrkomu þeir munu fá meiri mikla veður og fá að forðast skort á skilningi á því sem við getum gert til að koma í veg fyrir þetta 
1251;3;2;1;1.0;0.6666667;600000;2;Issmelting I Arktis og på Grønland;Ísbræðsla á norðurslóðum og á Grænlandi 
1252;4;1;0;0.5;0.3333333;500000;2;Issmelting forurensing ;Ísbræðsla mengun 
1253;6;1;1;0.75;0.3333333;450000;2;issmelting av polområder;Ísbræðsla af pólarsvæðum 
1254;3;2;0;0.75;0.3333333;470000;3;Is-smelting;Er-smelting. 
1255;1;1;0;0.5;0.6666667;0;2;Is-smelting;Er-smelting. 
1256;4;1;1;0.5;0.3333333;950000;3;issmelting;ísbræðsla 
1257;2;2;0;0.5;0.6666667;500000;3;issmelting;ísbræðsla 
1258;6;2;1;0.75;0.3333333;450000;3;issmelting;ísbræðsla 
1259;3;2;1;1.0;0.3333333;600000;3;Issmelting;Ísbræðsla 
1260;3;2;1;0.5;0.6666667;560000;3;Issmelting;Ísbræðsla 
1261;5;1;1;1.0;0.6666667;500000;3;Issmelting;Ísbræðsla 
1262;3;1;1;0.5;0.3333333;400000;2;Issmelting;Ísbræðsla 
1263;3;2;1;0.5;0.0;400000;1;Issmelting;Ísbræðsla 
1264;3;1;0;0.5;0.3333333;550000;3;Issmelting;Ísbræðsla 
1265;6;1;1;0.5;0.3333333;500000;2;Issmelting;Ísbræðsla 
1266;3;1;1;0.75;0.3333333;0;3;issmelting;ísbræðsla 
1267;3;2;1;0.75;0.3333333;450000;3;Issmelting;Ísbræðsla 
1268;3;2;1;0.5;0.3333333;0;3;issmelting;ísbræðsla 
1269;4;2;1;0.75;0.6666667;298000;2;issmelting;ísbræðsla 
1270;1;2;1;0.75;0.3333333;0;2;issmelting;ísbræðsla 
1271;4;2;1;0.5;0.3333333;400000;2;issmelting;ísbræðsla 
1272;3;1;1;0.25;0.0;600000;3;Issmelting;Ísbræðsla 
1273;3;2;0;0.25;0.3333333;400000;3;issmelting;ísbræðsla 
1274;5;1;1;0.5;0.3333333;200000;1;issmelting;ísbræðsla 
1275;5;2;1;0.5;0.3333333;209000;2;issmelting;ísbræðsla 
1276;2;1;1;0.5;0.3333333;670000;3;issmelting;ísbræðsla 
1277;2;1;0;0.5;0.3333333;550000;3;Issmelting;Ísbræðsla 
1278;1;2;1;0.75;0.3333333;150000;2;Issmelte vannøkning mindre/kortere vinter;Ice Melt vatn auka minna / styttri vetur 
1279;5;1;1;1.0;0.3333333;350000;2;Isfritt i polområdene ;Íslaus í Polar svæðum 
1280;4;2;1;1.0;0.3333333;240000;3;isfjell som smeltar med isbjørn oppå ) Havet som stig Havstraumar som endrast Menneske i varme strok som får det ulideleg varmt Ørken som breier seg - Når eg no skriv dette opplever eg at eg ser jordkloden på lang avstand langt der nede liten som ein globus og prosessane utspelar seg vidare ;Iceberg sem bráðnar með ísbjörnum ofan) Sjórinn sem Stig Seartraumar, sem breytti manninum í heitum höggum, sem fær það ólíkt heitum eyðimörkum sem útsendir sig - þegar ég skrifar þessa reynslu, sjá ég heiminn í langan fjarlægð langt niður lítið sem Ein Globus og ferlið að undanskildum sér 
1281;2;2;1;0.5;0.3333333;420000;2;Isenbreene som smelter;The Icebergs sem bráðna 
1282;5;2;1;0.75;0.3333333;280000;3;Isen ved polene avtar Det blir et varmere klima havnivået stiger katastrofevær blir kraftigere og hyppigere Regnskogen hugges ned i altfor stort tempo og ozonlaget skades stadig mer Livsgrunnlaget forringes for kommende generasjoner av mennesker og dyr og planter ;Ísinn af pólunum minnkar það verður hlýrri loftslagshafið hækkandi illaastrer verður öflugri og tíðari regnskógur er skorinn niður í of miklum hraða og ósonlagið er skaðað sífellt lífsgrunnur versnandi fyrir komandi kynslóðir fólks og dýra og plöntur 
1283;5;2;1;0.75;0.6666667;0;2;Isen som smelter og for mange som kjører bil til og fra jobb;Ís sem bráðnar og of margir sem keyra bíl til og frá vinnu 
1284;4;2;1;0.5;0.6666667;520000;3;isen som smelter;Ís sem bráðnar 
1285;1;2;1;0.75;0.6666667;0;2;Isen smelter vanskelig for dyr å tilpasse seg naturendringene Naturen har vanskelig for å tilpasse seg endringene Jorden blir mer forurenset og mer uren Vi som er et land der sunn livstil og ren og frisk mat er inn da synes jeg det er merklig at det er greit at vi og våre kommende unger skal puste inn uren og farlig luft ;Ísinn bráðnar erfitt fyrir dýr að laga sig að eðli breytir náttúrunni hefur erfitt með að laga að þeim breytingum sem jarðvegurinn verður mengaður og óhreinn við erum land þar sem heilbrigður lífsstíll og hreinn og ferskur matur er þá í þá að það sé meira gott að það er í lagi að við og komandi börnin okkar ættu að anda awaren og hættulegt loft 
1286;3;2;1;0.75;0.6666667;445000;3;isen smelter på polene fare for stor økning av vannstanden i havene vår mindre bilkjøring!;Ísinn bráðnar á Pólverjar hættu að stórum aukningu á vatnsborðinu í hafinu okkar minna akstur! 
1287;1;1;1;0.5;0.3333333;0;2;Isen smelter på nordpolen merkelig vær og flere stormer som rammer verdensdeler ;Ísinn bráðnar á Norðurpólnum undarlegum veðri og nokkrum stormum sem hafa áhrif á heimsálfum 
1288;1;1;1;1.0;0.3333333;0;2;isen smelter planeten blir varmere havet stiger sogen hogges ned;Ísinn bráðnar plánetan verður heitari Sjórinn rís Sogen er hakkað niður 
1289;6;1;1;0.75;0.3333333;350000;3;isen smelter og havet stiger land kommer under vatn mange land får meir tørke og naturkatastrofer arter dør ut andre arter beveger seg nordover;Ísinn bráðnar og sjóstigarnir koma undir vatni Margir lönd fá fleiri þurr og náttúruhamfarir. Tegundir deyja út aðrar tegundir hreyfist norður á eftir 
1290;5;2;0;0.5;0.6666667;175000;3;isen smelter høyere temperatur ;Ísinn bráðnar hærri hitastig 
1291;3;2;1;0.75;0.6666667;428000;3;Isen smelter havet stiger;Ísinn bráðnar hafið hækkar 
1292;4;2;1;0.75;0.6666667;400000;0;isen smelter /isbjørn dyr som lever i antartiske strøk får ikke nok mat ;Ice Melts / Polar Bear Dýr sem búa í anttartic yfirhafnir fá ekki nóg mat 
1293;6;2;1;0.75;0.6666667;160000;2;Isen smelter;Ísinn er bráðnun 
1294;6;2;1;0.75;0.6666667;450000;3;isen smelter;Ísinn er bráðnun 
1295;4;2;1;0.25;0.3333333;396000;2;isen smelter;Ísinn er bráðnun 
1296;4;1;0;0.5;0.3333333;0;1;isen smeltar finn reddningsvesten ;Ice Meltar Finndu Redding Vest 
1297;3;1;1;0.75;1.0;900000;3;Isen på nordpolen smelter åpner for ny kortere passaje til andre kontinent Isbjørnen vil bli utryddet grunnet matmangel da den er avhengig av isen ;Ísinn í Norðurpólnum bráðnar gerir kleift að útrýma nýjum styttri leið til annarra heimsálfa. Ísbjörnunum verður útrýmt vegna matarskorta þar sem það fer eftir ísnum 
1298;6;2;1;0.75;0.3333333;214700;2;"Isen minker breene Mye "" unormalt ""vær for årstidene Mange land opplever orkaner rassering av land og øyer ";"Ísinn minnkar jökla mikið ""óeðlilega"" veður fyrir árstíðirnar mörg lönd upplifa fellibylur Rassing land og eyjar "
1299;4;2;1;0.5;0.3333333;350000;2;Isen i Arktis smelter;Ísinn á norðurslóðum bráðnar 
1300;4;2;1;0.5;0.6666667;420000;1;Isbresmelting milde våte vintre og dårlige sommere;Ísbræðsla mildir blautir vetrar og slæmar sumar 
1301;3;2;1;0.5;0.3333333;700000;3;Isbresmelting;Ísbræðsla 
1302;3;2;1;0.75;0.3333333;700000;3;Isbresmelting;Ísbræðsla 
1303;4;1;0;0.5;0.3333333;400000;2;Isbreer som smelter ;Jöklar sem bráðnar 
1304;2;2;1;0.5;0.3333333;460000;3;isbreer som smelter;jöklar sem bráðna 
1305;5;2;1;0.75;0.6666667;504000;0;Isbreer som smelter;Jöklar sem bráðnar 
1306;4;2;0;0.5;0.6666667;360000;0;isbreer som krymper;jöklar sem skreppa saman 
1307;2;1;0;0.5;0.3333333;420000;3;Isbreer;Jöklar 
1308;6;1;0;0.75;0.6666667;240000;2;Isbreer;Jöklar 
1309;4;2;0;0.5;0.3333333;570000;2;Isbreene smelter mer enn tidligere;Jöklarnir bráðna meira en áður 
1310;4;1;1;1.0;0.3333333;440000;3;Isbreene smelter havene stiger Katastrofer flom orkaner;Jöklarnir bráðna hafið hækkar hörmungar flóð fellibylur 
1311;1;1;0;0.5;0.3333333;140000;2;isbreene smelter dyrearter forsvinner havet stiger man blir tvunget til å flytte ;Jökularnir bráðna dýrategundir hverfa Sea stigarnir eru neydd til að flytja 
1312;6;2;1;1.0;0.3333333;300000;2;Isbjørner vil kanskje dø ut Pingvinene kan få en tøffere hverdag Isbreene i Norge er snart en saga blott ;Polar Bears geta deyið út mörgæsirnar geta fengið erfiðara á hverjum degi jöklum í Noregi er fljótlega sagablot 
1313;1;2;0;0.5;0.6666667;100000;2;isbjørner og polene;Polar Bears og Pólverjar 
1314;2;2;1;1.0;0.6666667;350000;3;Isbjørner og andre dyr som rammes og mine etterkommere som skal bo på jordkloden Vi mennesker særlig i rike land må anstrenge oss mer for å ta vare på omgivelsene våre ;Polar Bears og önnur dýr sem hafa áhrif á og afkomendur mínir, sem eru að fara að vera á heiminn, við menn, sérstaklega í ríkum löndum, að leitast við að sjá um umhverfið okkar 
1315;3;2;1;0.75;0.3333333;375000;2;Isbjørner Is som smelter ;Polar ber ís sem bráðnar 
1316;1;1;1;0.5;0.3333333;50000;1;Isbjørner dør men vulkan utbrudd er jo mye værre enn å kjøre bil ;Polar Bears deyja en eldgos eru miklu verri en akstur 
1317;3;2;1;0.75;0.6666667;200000;3;isbjørner :);Ísbirnir :) 
1318;1;2;1;0.25;0.6666667;0;2;Isbjørnene som alle bryr seg om og mennesker som er minst like uskyldig som isbjørner som ingen bryr seg om ;The Polar Bears að allir annt um og fólk sem er að minnsta kosti sem saklaus og ísbjörn sem enginn annt um 
1319;2;2;0;0.5;0.3333333;250000;2;Isbjørnen var det første jeg tenkte på ;The Polar Bear var það fyrsta sem ég hugsaði um 
1320;6;1;1;0.5;0.0;400000;3;Isbjørn som ikke finner mat pga at isen har smeltet ;Ísbjörn sem finnur ekki mat vegna þess að ísinn hefur bráðnað 
1321;4;2;1;1.0;0.6666667;650000;3;isbjørn i fare;Polar Bear í hættu 
1322;4;2;1;1.0;0.6666667;260000;2;Isbjorn;Isbjörn 
1323;1;2;1;0.5;0.3333333;0;2;Is som smelter og havnivået øker;Ís sem bráðnar og sjávarvettvangurinn eykst 
1324;6;2;0;0.5;0.3333333;400000;3;Is som smelter i arktiske strøk ;Ís sem bráðnar á norðurslóðum 
1325;4;2;1;0.75;0.6666667;520000;2;Is som smelter;Ís sem bráðnar 
1326;4;2;1;0.5;0.3333333;380000;2;is som smelter;ís sem bráðnar 
1327;5;2;1;0.75;0.6666667;0;3;is som smelter;ís sem bráðnar 
1328;1;2;1;0.75;0.6666667;100000;2;Is smelting og forurensende luft;Ísbræðsla og mengandi loft 
1329;3;1;1;0.75;0.0;450000;2;Is smelting;Er bræður 
1330;2;2;1;0.5;0.3333333;330000;1;is smelting;er bræður 
1331;3;2;1;0.5;0.3333333;260000;3;Is smelting;Er bræður 
1332;2;1;0;0.5;0.3333333;620000;1;is smelting;er bræður 
1333;2;1;1;0.75;0.3333333;670000;3;Is smelter høyere vannstand jordras mer vind våtere klima mildere vinter ;Ice bráðnar hærra vatnsborð Jörðin Fleiri vindur Wetter Climate Miler Winter 
1334;4;1;1;0.75;0.3333333;652000;3;Is og isbre som smelter;Ís og jöklar sem bráðna 
1335;1;1;1;0.75;0.3333333;25000;2;Is i Arktis og på Antarktis som smelter ;Ís á norðurslóðum og á Suðurskautinu sem bráðnar 
1336;3;1;1;0.75;0.3333333;0;3;Is grønland Vått ;Ice Grænland Wet. 
1337;3;2;1;0.75;0.3333333;450000;3;is;er 
1338;5;2;1;0.75;0.0;420000;3;ireversibelt;injemersibelt 
1339;4;2;1;0.75;0.6666667;170000;2;intressant;Áhugavert 
1340;5;1;0;0.5;0.3333333;350000;1;Ingenting ;Ekkert 
1341;1;2;0;0.5;0.3333333;60000;2;ingenting;ekkert 
1342;5;2;0;0.25;0.0;22000;1;Ingenting;Ekkert 
1343;7;2;1;1.0;0.3333333;168000;3;ingenting;ekkert 
1344;3;1;0;0.25;0.6666667;620000;2;Ingen ting spesielt ULV ULV ;Engar hlutir sérstakar Wolf Wolves 
1345;7;1;0;0.0;0.3333333;300000;2;Ingen ting;Ekkert 
1346;3;1;1;1.0;0.3333333;500000;3;Ingen panikk Klima endrer seg med eller uten mennesker påvirkning Men vi kan vessentlig påvirke kemisk inhold i atmosfære ;Engin læti loftslagsbreytingar með eða án fólks hafa áhrif en við getum haft áhrif á efnafræði andrúmsloftsins 
1347;4;1;0;0.0;0.3333333;510000;2;Ingen kommer frem med hvilke endringer som har vært historisk Mere enn 100 år Jeg har en antakelse om at det har vært variabler også historisk Feks var det grønn januar der alt begynte å gro som på våren for 100 år siden ;Enginn kemur fram með hvaða breytingar hafa verið sögulega meira en 100 ár. Ég hef forsendu að það hafi verið breytur einnig sögulegar EKS það var grænt janúar þar sem allt byrjaði að vaxa að vorið fyrir 100 árum síðan 
1348;3;2;1;1.0;0.6666667;390000;2;ingen kommentar;Engin athugasemd 
1349;1;2;1;1.0;0.0;0;1;Ingen bekymring Vi skal alle dø engang ;Engin áhyggjuefni við ættum öll að deyja einhvern tíma 
1350;6;1;1;1.0;0.3333333;287250;0;Ikke OK;Ekki í lagi 
1351;5;1;0;0.5;0.3333333;450000;2;Ikke nå igjen;Ekki nú aftur 
1352;1;2;0;0.25;0.3333333;100000;3;Ikke nødvendigvis menneskeskapt;Ekki endilega tilbúin 
1353;1;2;0;0.75;0.3333333;12000;2;ikke noe greit å høre noen ganger pga at flere som kjører bil og det gjør klima svært dårlig ;Ekkert allt í lagi að heyra stundum vegna þess að fleiri slíkar bíll og það gerir loftslag mjög slæmt 
1354;1;1;0;0.25;0.3333333;480000;2;ikke mye ;ekki mikið 
1355;6;1;0;0.25;0.3333333;600000;3;Ikke i Norge;Ekki í Noregi 
1356;3;1;0;0.25;0.3333333;800000;2;Ikke gode nok bevis for meg at klimaendring er menneskeskapt ;Ekki nógu góðar vísbendingar um að loftslagsbreytingar séu tilbúnar 
1357;2;2;1;1.0;0.6666667;480000;3;Ikke bra;Ekki gott 
1358;5;1;1;0.5;0.6666667;350000;0;Ikke bare menneskeskapt ;Ekki bara tilbúin 
1359;2;1;0;0.5;0.6666667;400000;1;Igjen??;Aftur ?? 
1360;2;1;0;0.25;0.3333333;700000;3;igjen Kona mi vet om klimat forskning pga hennes jobb og hun mener at klimatrussel er en stor skam;Aftur þekkir konan um loftslagsrannsóknir vegna starfsins og hún telur að loftslagshraði sé frábær skömm 
1361;3;1;1;0.75;0.3333333;650000;3;Igjen;Aftur 
1362;5;1;1;0.5;0.3333333;750000;3;I utgangspunktet naturlige endringer som følge av globale strukturendringer i kontinentalplater og havstrømmer men som i større og størregrad har en økende og hurtigere negativ utviing som følge av menneskeskapt påvirkning ;Í grundvallaratriðum náttúrulegar breytingar vegna alþjóðlegra skipulagsbreytinga á meginlandi plötum og sjávarstraumum en eins og í stærri og stærð hafa vaxandi og hraðari neikvæð undantekning vegna mannlegra áhrifa 
1363;5;2;0;0.25;0.6666667;350000;2;I millioner av år har det vært bølger av kulde og varme Kan være naturlig endring med litt hjelp fra utslipp ;Í milljónum ára hafa verið bylgjur af köldu og hita getur verið náttúruleg breyting með einhverjum hjálp frá losun 
1364;6;2;0;0.25;0.3333333;350000;3;Håper på varmere vær varmere somre;Vonast til að hlýja veðurhyrningar heitari sumar 
1365;2;1;0;0.0;0.0;400000;3;Håper på globaloppvarming slik at det blir varmere i Norge :);Vonast fyrir alþjóðlega upphitun þannig að það verði heitari í Noregi :) 
1366;6;1;1;0.75;0.3333333;400000;2;Håper dette snart blir tatt på alvor internasjonalt ;Vona að þetta sé fljótlega tekið alvarlega á alþjóðavettvangi 
1367;4;1;0;0.5;0.0;350000;2;håper det snur så vi slipper å høre så mye om det ;Vona að það snýr þannig að við þurfum ekki að heyra svo mikið um það 
1368;3;2;0;0.25;0.3333333;407000;3;Håper at det blir varmere :);Vona að það verði heitari :) 
1369;5;1;1;0.5;0.3333333;550000;2;høyvann;hár fjöru 
1370;4;1;1;0.25;0.0;600000;3;Høyt havnivå;High Sea stig 
1371;3;1;1;0.75;0.3333333;700000;3;Høyere vannstand ;Hærri vatnsborð 
1372;5;1;0;0.75;0.3333333;550000;2;Høyere vannstand;Hærri vatnsborð 
1373;5;1;0;0.0;0.3333333;100000;2;Høyere temperaturer og naturkatastrofer;Hærri hitastig og náttúruhamfarir 
1374;3;2;1;0.75;0.6666667;320000;3;Høyere temperaturer Nederland under vann ;Hærri hitastig Holland undir vatni 
1375;3;1;0;0.5;0.6666667;1100000;3;Høyere temperaturer mer ekstremvær økt havnivå;Hærri hitastig meira Extreme Weather jókst sjávarmáli 
1376;5;1;1;1.0;0.6666667;480000;0;Høyere temperaturer;Hærri hitastig 
1377;5;1;0;0.0;0.0;400000;2;Høyere temperatur varmere vintre ;Hærri hitastig hlýrri vetrar 
1378;4;1;1;0.75;0.3333333;700000;0;Høyere temperatur og mer nedbør;Hærri hitastig og frekari úrkoma 
1379;3;2;1;0.5;0.0;380000;3;høyere temperatur ekstremvær Forundring over at så mange snakker naivt om at det skal reverseres/unngås mens man ikke gjør du nødvendige grepene for å ruste byen/landet mot konsekvensene (f eks bygge diker) Høyere havnivå forundring over at Norge ikke er med på forskningen rundt fusionsenergi Og hvorfor bygger Oslo så mange boliger og kulturbygninger i vannkanten?;Hærri hitastig Extreme veðrið undrunin sem svo margir tala barnalegt að það ætti að snúa við / forðast á meðan ekki gera nauðsynlegar gripir til að ryð borgina / landið gegn afleiðingum (td að byggja dikes) hærri sjávarstigi að NORWAY sé ekki hluti af rannsóknum. Fusion Energy og hvers vegna að byggja upp Ósló svo mörg heimili og menningarlegar byggingar í höfninni? 
1380;4;2;1;0.5;0.6666667;350000;3;Høyere gjennomsnittstemperatur på jorda;Hærri meðalhiti á jörðinni 
1381;1;2;1;0.75;0.3333333;90000;2;Høyere gjennomsnittstemperatur havet stiger sør-klimaet tørker klimaflyktninger fra sør;Hærri meðalhiti Hafið rís upp á Suður-Climate Drys Climate flóttamenn frá Suður 
1382;3;2;1;1.0;0.3333333;520000;3;høyere gjennomsnittstemperatur;Hærri meðalhiti. 
1383;3;2;0;0.5;0.0;220000;1;Høye avgifter og politikere som misbruker det Derfor tror jeg ikke det blir noe hurtig livstils endring i folket Det virker ikke som om det egentlig handler om miljøet når pengene som blir tatt inn på forskjellige miljø saker ikke synes som forbedrende tiltak nettopp for miljøet vårt men i stedet bygger ut et enormt byråkrati vi ikke forstår Hadde det vært drastiske tydelige tilrettelagte tiltak i nærmiljøet vårt hadde vi blitt mer skremt og vi hadde fulgt opp Jeg tenker at det er en syklus som jordkloden har hatt i veldig mange år og at det har med solen å gjøre I TILLEGG TIL menneskenes påvirkning og forurensning ;High gjöld og stjórnmálamenn sem misnota það, held því ekki að það muni vera hraður lífsstílbreyting á fólkinu sem það virðist ekki eins og það sé í raun um umhverfið þegar peningarnir sem eru teknar í mismunandi umhverfismál virðist ekki vera eins og að bæta ráðstafanir fyrir umhverfi okkar en í stað okkar byggir út mikið skrifræði sem við skiljum ekki, það hafði verið róttækar greinilega aðlöguð ráðstafanir í samfélaginu okkar, við höfðum verið meira hræddir og við höfðum fylgst með ég held að það sé hringrás sem heimurinn hefur hafði í mjög mörg ár og það hefur með sólinni. Að gera til viðbótar við mannleg áhrif og mengun 
1384;3;2;1;0.5;0.0;550000;3;högre vattennivå d v s att polerna smälter isbreer o s v ;Hærri vatnsborð D V S sem Poles bráðnar isbreer o s v 
1385;5;2;0;0.5;0.3333333;358000;3;Hysterisk internasjonal mote om at alt er menneskeskapt ;Hysterical International Tíska sem allt er tilbúið 
1386;1;1;0;0.5;0.3333333;800000;3;Hysteri - skinnhellighet Vi må løse de store utfordringene der det monner best ikke bry oss med detaljer der marginaleffekten er liten ;Hysteria - Skinnlighet Við verðum að leysa helstu áskoranir þar sem það samanstendur best. Ekki trufla okkur með upplýsingum þar sem jaðaráhrifin eru lítil 
1387;5;1;0;0.25;0.3333333;700000;2;Hysteri;Hysteria. 
1388;4;1;1;0.75;0.6666667;800000;2;Hysteri;Hysteria. 
1389;7;1;0;0.5;0.0;362000;3;Hysteri;Hysteria. 
1390;3;2;0;0.5;0.3333333;360000;2;Hysteri;Hysteria. 
1391;6;1;0;0.25;0.0;350000;2;hysteri;hysteria. 
1392;5;2;0;0.25;0.0;280000;2;Hysteri;Hysteria. 
1393;2;1;0;0.25;0.0;552000;3;Hysteri;Hysteria. 
1394;3;1;0;0.5;0.3333333;950000;3;Hysteri;Hysteria. 
1395;3;1;1;0.75;0.6666667;600000;3;Hyppigere ustabilt vær økt vannstand flere naturkatastrofer - oftere;Tíðari óstöðugt veður aukið vatnshæð meira náttúruhamfarir - oftar 
1396;2;2;1;0.5;0.6666667;550000;3;hyppigere klimakatastrofer;tíðari loftslags hamfarir 
1397;4;2;1;1.0;0.3333333;950000;3;Hyppigere forekomster av ekstremvær mer vind mer nedbør noen steder og tørrere klima andre steder på kloden global oppvarming;Fleiri tíðar dæmi um mikla veður meira vindur meiri úrkomu hvar sem er og þurrkari loftslag annars staðar á Globe Global Warming 
1398;6;2;1;0.75;0.6666667;650000;3;Hyppigere ekstremvær økt havnivå økt is-smelting endringer i havstrømmene;Tíðari öfgafullt veður aukið sjávarhæð aukin breytingar á ísbræðslu í hafstraumum 
1399;2;1;0;0.5;0.6666667;250000;3;hypet opp alt for mye Dessuten er det svært politisk korrekt å snakke om det og mene at det er menneskeskapt Ihvertfall når forskere har forskjellige meninger om det;Hypet upp allt of mikið jafnframt er það mjög pólitískt rétt að tala um það og hugsa að það sé tilbúið að minnsta kosti þegar vísindamenn hafa mismunandi skoðanir um það 
1400;3;1;1;0.5;0.3333333;1500000;3;Hype;Hype. 
1401;2;1;0;0.0;0.0;430000;3;Hvorfor så lite land som Norge angasjerer seg så mye i dette Hvor er Kina Rulsand Tyskland eller USA? Er det ikke de landene som ødeleger mest?;Hvers vegna svo lítið land eins og Noregur leyfir svo mikið í þessu hvar er Kína Rulsand Þýskaland eða Bandaríkin? Eru ekki löndin sem eyðileggja mest? 
1402;3;1;0;0.25;0.3333333;470000;2;Hvorfor skal lille Norge ligge på toppen for å bekjempe dette???;Af hverju ætti lítið Noreg að liggja ofan til að berjast gegn þessu ??? 
1403;1;2;1;0.75;0.6666667;40000;1;hvordan være endrer seg og konsekvensene tenker også på hva vi burde gjøre men at vi ikke gjør det fordi vi er for late!;Hvernig á að breyta og afleiðingar hugsa líka um hvað við ættum að gera en við gerum það ekki vegna þess að við erum of þykjast! 
1404;3;1;1;0.75;0.6666667;164244;3;Hvordan vi skal forlate denne jord for neste generasjon Er det verre enn vi har funnet det?;Hvernig á að yfirgefa þessa jörð fyrir næstu kynslóð er það verra en við höfum fundið það? 
1405;6;1;1;0.75;0.3333333;320000;2;Hvordan skal det bli iframtia ;Hvernig ætti það að vera iframtia 
1406;3;2;1;0.75;0.6666667;280000;3;Hvordan kan vi ta være på naturen? Hvordan kan vi sikre vår barnas/ barnebarn sine helse i fremtiden? Hva kan jeg gjøre? Jeg ser at det flere barn dør av kreft eller andre sykdommer nå enn før og jeg tror det har noe med klima og gjøre som på virker mat og helsen til befolkningen ;Hvernig getum við tekið á sig náttúru? Hvernig getum við tryggt heilsu barna okkar / barnabarna í framtíðinni? Hvað get ég gert? Ég sé að nokkur börn deyja úr krabbameini eða öðrum sjúkdómum núna en áður og ég held að það hafi eitthvað með loftslag og gert eins og á mat og heilsu íbúanna 
1407;6;1;1;0.75;0.3333333;450000;3;Hvordan innrette seg etter situasjonen og endringene som vil komme ;Hvernig á að setjast fyrir ástandið og þær breytingar sem koma 
