;age;gender;humanmade;concern;efficacy;income;edu3;openanswer;translation
1172;5;2;0;0.25;0.3333333;610000;3;Jeg tror ikke klimaendringene er menneskestyrt Slike svingninger har det vært gjennom alle tider!;I do not think climate change be man rule Such have be through all times!
1173;2;1;1;0.75;0.3333333;550000;0;Jeg tror dette er noe som skjer i sykluser her på planeten dette forandrer seg hele tiden og har gjord det alle år Men nå de sisste 10-30 årebe har vi menskene begynt og virkelig ødelegge Store mengder avfall i havet aldt dor mye unldvendig fiske i havet Havet dør snart om vi ikke stopper !!!!!!!!!!!! pluss det sker mye mye mye mere forferdelige ting vi velger og overse Fy skamme seg menneske;I think this be something that happen in cycle here on the planet that change all the time and girth it all year but now they 10-30 we have while start and really ruin Large amount of waste in the sea dor much fish in the ocean Sea die soon if we do not stop !!!!!!!!!!!! plus it seek much much much more terrible we choose and ignore ashamed man
1174;6;1;1;1.0;0.3333333;400000;1;Jeg tror at politikerne ikke tør kraftig å begrense utslippene i frykt for lavere forbruk og mindre stemmer ved valg;I think that the do not dare vigorously to limit in the fear of lower consumption and ballot during
1175;2;1;1;1.0;1.0;360000;3;jeg thenke at er en stor problem for alle land;I that be a major problem for all rural
1176;1;1;0;0.75;0.3333333;245000;2;Jeg tenter på dårlig vær;I tenter on bad weather
1177;6;2;1;0.75;0.3333333;300000;3;Jeg tenker: Våre barnebarn og menneskeheten kan få en dramatisk livssituasjon;I think: Our and humanity can have a dramatic situation
1178;1;2;1;0.5;0.3333333;70000;1;Jeg tenker på utslipp av Co2 Jeg tenker også det blir varmere pga det;I think of the of Co2 I also think it be get warmer because of it
1179;2;2;1;0.5;0.6666667;0;3;Jeg tenker på Svalbard og issmeltingen Jeg tenker også på Kina og land som forrurenser utrolig mye og lurer på hvordan kunne man redusert dette Jeg tenker også på energisparing i mange ulike former - varmepumper ledlys hvitevarer og utstyr som bruker betydelig mindre energi enn det som har vært vanlig før og mye mer;I think of and melt I think also of China and like incredibly much and wonder how you could reduce this I think also of energy in many different form - heat pump LED light and equipment that use significantly less energy than have be common before and much more
1180;1;2;1;1.0;1.0;0;2;jeg tenker på regnskogen som hugges ned hver eneste dag og hvor del Norge Statoil og Pensjonsfondet har med dette og gjøre det gjør meg kvalm hvor dobbeltmoralske vi er;I think of the that cut down every single day and where part and the Pension Fund have with this and do it make me sick how double we be
1181;6;2;1;0.75;0.6666667;290000;1;Jeg tenker på isfjell som smelter og dermed økende havnivå på mildere klima mer urolig vær med storm og mye nedbør på vår del av kloden På andre deler er det tørke;I think of melt and thus increase sea level in milder more rough weather with storm and heavy precipitation in our part of the globe In other parts, there be drought
1182;1;2;1;0.5;0.6666667;450000;3;Jeg tenker på globaloppvarming;I think of global warm
1183;2;1;1;1.0;0.3333333;91000;2;Jeg tenker på fattige land som får masse sykdommer på grunn av den Tenker på noen land som går under vann etter noen år;I think of poor who get lot of because of the Thinking of some that go under water after a few
1184;4;2;1;1.0;0.3333333;0;3;Jeg tenker på en dårligere framtid for de som kommer etter oss og kjenner en vond følelse i magen;I think of a worse future for those who come after us and know a bad feel in your stomach
1185;5;2;1;1.0;0.3333333;454000;3;Jeg tenker på de som kommer etter meg Hvordan blir det for dem?;I think of those who come after me How be it for them?
1186;4;1;1;0.75;0.6666667;1000000;0;Jeg tenker på alle mulighetene vi har og som enkelt kunne la seg gjennomføre men som pga politikk mangel på initiativ mangel på nytenkning og mest av alt mangel på langsiktig tenkning ikke blir diskutert og langt mindre gjennomført Hvorfor sier en ikke at feks etterisolering av hus kan gjennomføres momsfritt? Mange fler ville ha gjort dette av egen interesse Når slike ting ikke skjer begynner en å lure på hva politikerne egentlig tenker Hva er eller hvor alvorlige er klimaendringene egentlig? Dersom dette er så viktig (noe jeg tror på) bør en sette i gang omgående tiltak for å lede folket i riktig retning og ikke bry seg så mye med om folket i samme stund faktisk tjener på tiltakene Mangelen på slik tenkning bidrar stort til politikerforakt og uengasjerte innbyggere Det er en farlig utvikling for et folk og nasjon i sin helhet;I think of all the we have and that could easily be feasible but because of politics lack of initiative lack of innovation and most of all the lack of long-term think be not be discuss much less implement Why say a not that insulation of house can be implement Tax-free? Many multi-would have do this by self-interest, when such do not happen begin one to wonder what the really think What be or how serious be climate change really? If this be so important (something I believe in) should initiate immediate action to lead people in the right direction and not bother so much with the people of that moment actually serve on the measure lack of such think contribute big to politician contempt and disengage be a dangerous development for the people and the nation in its entirety
1187;2;2;0;0.25;0.6666667;0;0;"Jeg tenker mye Tenker det er positivt at vi ser på muligheter til reduksjon av forurensning Tenker på at klimaet har vært anderledes før Det har vert palmer på Svalbard osv Jeg tror klima og temperatur på jorden har sykluser Det er slik jeg ser det Og jeg tror norske myndigheter og politikere bruker klima for å med ""god grunn"" kunne håve inn ekstra skatter og avgifter En stund var det global oppvarming som var mote orde på politikerenes lepper men når det viste seg å ikke passe ble det klimaendringer! ";"I think a lot of think it be positive that we be look at to reduce pollution Thinking that the climate have be different before it have host palm on Svalbard, etc. I think the climate and temperature of the earth have cycle That's how I see it and I think and be use climate for ""good reason"" could rake in extra tax for a while there be global warm that be the fashion advocate the politician the but when it turn out not to fit be the climate change!"
1188;1;1;0;0.0;0.3333333;470000;3;jeg tenker ingenting for jeg bryr meg ikke om klimakrisen som er en stor svindel;I think nothing I do not care about the climate crisis that be a big scam
1189;2;1;0;0.75;0.3333333;340000;1;Jeg tenker først og fremst at dette skjer fra naturens side Dernest tenker jeg at det er mange som er ute etter å tjene penger på å snakke om menneskeskapte klimaendringer Rent lokalt som f eks når jeg bodde i [ ] en periode og tok spaserturer ved [ ] har jeg følt at mange mennesker tenker på seg selv fremfor miljøet Og jeg tenker av og til det samme her i [ ] selv om det her uansett vil være helt på trynet en god stund fremover om folk tar offentlig transport eller bilen Ved å se på det store bildet tenker jeg at utslipp i elver og denslags bør man holde seg for god til Dette bør straffes mye hardere enn det gjøres i dag I det hele tatt ønsker jeg meg høye straffer for alle som bedriver forurensing uansett skala [ ] er for meg et skittent høl og jeg skjønner ikke at det ikke gjøres mer Jeg skjønner det rett og slett ikke Det er sånne ting som for meg gjør at jeg får mindre og mindre tro på mennesket Når jeg leser om / ser på TV om søppel som sendes til deler av Afrika blir jeg skikkelig oppgitt Akkurat DET er for meg helt ubegripelig Barn som plukker på gamle pc'er osv for å selge det lille de klarer å utvinne videre for noen skarve kroner Det er kanskje komplisert å sette en stopper for dette men man må sette inn tiltak i mange ledd her Og behovene som skapes for forbrukersamfunnet burde jekkes ned 10 hakk Jeg blir også drittlei av å se ordet klimaendringer For mennesket er håpløst Korrupt Mennesket klarer ALDRI å fikse dette Man skjønner at mange virkelig brenner for å gjøre ting bedre for oss alle men når det da også finnes en hel bråte av idioter der ute er det ikke mye håp;I think first and foremost that this happen naturally Secondly, I think that there be many who be look to make money on to talk about anthropogenic climate change Clean locally as when I live in [] a period and take walk by [] I have felt that many people think of themselves rather than the environment and I think sometimes the same here in [] although it here anyway would be totally ridiculous for quite a while about people take public transportation or car by look at it big picture I think that discharge into and that sort of thing should stay for good at this should be punish much harder than be do today in all I wish for high for anyone involve in pollution regardless of scale [] be for me a dirty dump and I do not understand that it be not do more I realize that simply do not there be such which to me mean that I have less and less faith in man When I read about / watch on garbage send to part of I become specify Exactly THAT be for me totally incomprehensible who pick on old laptops, etc. to sell the little they manage to recover further for some paltry crown It be perhaps complicate to put a stop to this but one have to put into action in many paragraph here and the need create for consumer society should be jack down 10 notch I'm also sick and tire of see the word climate change for man be hopelessly Corrupt Man can NEVER fix this Man realize that many real passion to make better for all of us but when it it also be a whole oodles of out there be not much hope
1190;1;2;1;0.5;0.3333333;40000;2;Jeg tenker først og frems nordpolen og sørpolen At isen smelter og vannet stiger og tilslut vil det stige til vår høyde Jeg tenker også byen min ([ ]) hvor det hvert år er innlegg om hvor mye forurensning vi har [ ] at dette er helsefarlig og at klimaendringene må i gang for at noe skal bli bedre Jeg tenker at klimaendringer er et stort problem i verden i dag og vi gjør ikke nok for at det skal bli gjort noe med det;I think first and foremost the North Pole and the South Pole that the ice melt and the water rise and will rise to our level I also think my city ([]) for each year's post about how much pollution we have [] that this be a health hazard and that climate change must be run for anything to be better I think that climate change be a major problem in the world today and we do not have enough for that to be do something about it
1191;3;2;1;1.0;0.6666667;400000;3;Jeg tenker det er skremmende og det er på tide å ta trusselen på alvor For hvert år bare øker værrelaterte kriser og vi i Norge må forstå at vi ikke for alltid vil være beskyttet av oljepengene våre Vi må tenke på de som kommer etter oss og vise solidaritet ved sammen å senke forbruket og senke utslippene;I think it's scary and it's time to take the threat seriously For every year only increase weather-related and in we must understand that we will forever be protect by oil our money, we must think of those who come after us and show solidarity by together to lower consumption and lower
1192;5;1;1;0.75;0.3333333;250000;0;Jeg tenker at vi i Norge er så få at den påvirkningen vi har på klimaet er minimalt i forhold til der de store populasjonene er i verden At vi skal kjøre på med miljøavgifter o a avgifter på bl a drivstoff (diesel/bensin) her til lands (nordnorge) med lang vinter og store avstander blir nesten hyklerisk og kun penger inn i en dårlig disponert statskasse! Olja er Vår og Vannkrafta er Vår så vi Burde tatt oss fordeler av dette Det ville ikke påvirket klimaet på jorda i noen betydelig grad (selv om det ikke ville vært å gå forran som et godt eksempel) Og La olja i Arctis bli Liggende!;I think that we in be so few that the impact we have on the climate be minimal in relation to where the large in the world that we be go to run on environmental charge and charge on inter fuel (diesel / gasoline) in ( nordnorge) with long winter and long distance be almost hypocritical and only money into a bad predispose Treasury! Oil be Spring and be Our so we Should take us advantage of this it would not affect the climate on Earth in any significant way (although it would not have be to go in front of a good example) And Let the oil in be present!
1193;6;2;0;0.25;0.0;262108;3;Jeg tenker at klimaendringer har skjedd med ulike mellomrom opp gjennom tidene uavhengig av menneskenes påvirkning Utslipp som forurenser er en annen sak og må bekjempes;I think that climate change have occur at different throughout the age independent of human influence that pollute be another matter and must be combat
1194;3;2;0;0.5;0.6666667;550000;3;"Jeg tenker at klima har gått i ""bølgedaler"" tidligere også og tenker at også historien bør legges til grunn og forskes på skikkelig før man kaller dette menneskeskapte klimaendringer Men skulle det være menneskeskapte endringer så tror jeg at utviklingen kan stoppes dersom verdenssamfunnet pålegges strenge tiltak Men tror påbud må til for å få resultat som monner ";"I think that the climate have go into ""troughs"" previously also think that the story should be apply and research properly before you call this anthropogenic climate change but it should be man-made change so I think that trend can be stop if the world community impose strict measure but think injunction be need to get result that make a difference"
1195;2;1;1;0.75;0.6666667;400000;1;Jeg tenker at klima endrer seg på plantet kanskje litt uansett man at mennesket påvirker det også i god grad jorden vår er en levende plant som ikke altid har sett ut som det gjør nå dette er nok bare vår tid under solen mens vi setter litt fart bak det;I think that climate change on plant maybe a little matter to that man it also affect the great extent our planet be a live plant that do not always have look as it do now this be probably just our time under the sun while we put some momentum behind the
1196;2;1;0;0.0;0.0;550000;2;Jeg tenker at iflg geologi klimaendringer har skjedd flere tusen ganger de siste årmillionene;I think that accord to geology climate change have happen of time in the past
1197;1;1;0;0.5;0.0;0;1;jeg tenker at det ikke er så mye vi kan gjøre pga det ikke har så mye med va vi gjør å gjøre klimaendringene hadde skjedd uansett( slik som det har gjort før for tusener av år siden) men vi gjør at den kommer litt fortere;I think that there be so much we can do because it have not so much with we do to make climate change have occur anyway (such as it have do before for of ago) but we do that it come a little faster
1198;3;1;1;0.75;0.3333333;550000;3;Jeg tenker at det er vanskelig å få gjort noe men vi må prøve Vi skylder oss selv og våre barn å gjøre det vi kan Og det må skje raskt Men jeg er pessimist Jeg tror vi i løpet av få tiår kommer til å oppleve store endringer i verden endringer ingen av oss aner konsekvensene av;I think that it's hard to do something but we must try, we owe it to ourselves and our to do what we can and what must happen quickly but I be a pessimist I think we in a few will experience major change in the world change none of us recognize the of
1199;1;2;0;0.5;0.3333333;0;1;Jeg tenker at det er vanlig ikke stor problem for meg og klimaendringer i Norge er det litt vanskelig men det går fint;I think that it be normal not big problem for me, and climate change in Norway, it be a little difficult but it run fine
1200;2;1;0;0.25;0.0;240000;3;jeg tenker at det er problem i verdensrom;I think that there be problem in outer space
1201;5;2;0;0.5;0.3333333;700000;3;Jeg tenker at det er mange forskjellige meninger Vanskelig å vite hvem jeg skal stole på Tror noen overdriver sine meninger;I think that there be many different Hard to know who to trust anybody think exaggerate their
1202;1;2;1;1.0;0.6666667;150000;3;Jeg tenker at det er en veldig merkelig prioritering av den nye regjeringen at det er viktigere å fjerne forbudet mot lakrispiper og ha polet åpent på nyttårsaften enn å diskutere og prioritere en mer miljøvennlig profil for Norge og satsningen på kollektivtrafikk Hårreisende!;I think that it be a very strange of the new government that it be important to remove the ban on licorice pip and have pole open on New Year's Eve than to discuss and a more sustainable for and the focus on transit outrageous!
1203;3;2;0;0.0;0.0;270000;2;Jeg synest at det er en sak som har blitt hauset opp i media og gjort mye værre enn det nødvendigvis er det bekymrer meg ikke i det hele tatt og tror ikke det er så mye vi kan gjøre fra eller til for å forandre en eventuell endring i klimaet her på jorden det har skjedd før vi har hatt istid;I that it be an issue that have be overplay in the media and make a lot worse than that necessarily it do not bother me at all and do not think there be so much we can do from or to alter any change in climate here on earth have happen before we have ice age
1204;2;2;0;0.0;0.3333333;150000;3;Jeg synes det er alt for mye fokus på klima Klimadebattene gir folk skyldfølelse og større bedrifter føler press på at de må være klimanøytrale grønn ditt og datt;I think it's too much focus on climate Climate give people guilt and company feel pressure that they have to be climate-neutral green this and that
1205;5;1;0;0.75;0.3333333;730000;3;Jeg ser ingen grunn til å tvile på at klimaet er under endring og jeg håper at menneskelig aktivitet er en viktig/den viktigste årsaken til dette Dermed kan endringen reverseres ved endret menneskelig adferd noe jeg tror er mulig Dessuten håper jeg at jeg ikke vil få oppleve klimaeffektene av enorme vulkanutbrudd;I see no reason to doubt that the climate be change and I hope that human activity be a major / The main reason for this, so you can change reverse by alter human behavior which I believe be possible Furthermore, I hope that I will not get to experience climate effect of huge volcanic
1206;6;2;1;0.75;0.6666667;360000;2;Jeg ser allerede klimaendringer Det skulle være vinter nå men er nærmest vår Orkarer og troner sier sist Jeg tenker det er skremmende;I be already cop It should be winter now but be to our endure and throne say last I think it's scary
1207;6;1;0;0.0;0.0;420000;3;Jeg orker ikke å høre mer om klimaendringer Jeg er dørgende lei av dette;I can not bear to hear more about climate change I be troll tire of this
1208;2;2;1;0.75;0.3333333;428000;3;Jeg må skjerpe meg bli mer engasjert og gjøre de endringene jeg kan i hverdagen;I must pull myself become more involve and make the change I can everyday
1209;3;1;0;0.5;0.3333333;390000;2;Jeg mener at sola er den største faktoren til klimaendreinger selvføgelig godt hjulpet av mennesker Grunnen til det er at sola har oppført seg litt merkelig etter at den siste solsyklusen starta rundt 2008 Noen mener også at andre planeter i solsystemet opplever klimaforandringer noe som de fleste astronomer hevder er konspirasjonsteorier Personelig er jeg nødt til å forholde meg til det til det som blir sagt og skrevet for klimaendringer lokalt eksisterer ikke Uansett hvem som har skylda må vi i den vestelige verden skjerpe oss og slutte med å forsøple og forgifte det eneste stedet i solsystemet vi kan leve pr dags dato;I believe that the sun be the biggest factor to climate change aid by human reason for that be that the Sun have behave a little strange after the last solar cycle start around 2008 Some also believe that other in the solar system be experience climate change which most believe be conspiracy personally, I'm go to have to deal with that to what be be say and write for climate change locally exist not matter who be to blame, we must in the west realm sharpen us and stop litter and poison the only place in the solar system we can live as of today
1210;4;2;1;0.5;0.3333333;400;2;Jeg liker ikke de endringene som er i klimaet;I do not like the change in the climate
1211;1;1;1;1.0;0.6666667;0;2;Jeg håper og ber at verdens land vil komme til enighet om en omfattende avtale Det ER mulig å få gjort noe med dette problemet men rike land må slutte å vere så grådige og faktisk hjelpe fattige land ved å invistere i klimavennlig industri og co2 minkende tiltak i fattige land så vel som i sine egne Oljefondet bør trekkes ut av alt skittent og miljøfiendtlig og heller brukes til investeringer i milkøvennlig teknologi infrastruktur osv i andre land Videre bør FN opprette et fond som alle rike land skal betale en kvote på f eks 1% av BNP eller hva som matamatisk trengs til der pengene går til fremmingen av miljøvennlige tiltak i u-land Deretter bør rike land tvinges til å bruke ytterligere halvparten av hva verdi de spytter inn i fondet ekstra til tilsvarende prosjekter eller bistand Og på toppen av dette bør jo denne utslippsreduskjonsavtalen komme med dette FN fondet og I-lands ytterligere forpliktelser som insentiver til U-land om å signere avtalen Det er vi rike land som har skapt problemet vi må ta mesteparten av ansvaret;I hope and pray that the world's will reach an agreement on a comprehensive agreement It IS possible to do something about this problem but rich must stop be so greedy and actually help poor by invest in it in climate-friendly industry and co2 dwindle measure poor as well as in their own oil fund should be pull out of all dirty and environmentally hostile nor use for in technology infrastructure etc. in other Moreover, the UN should create a fund that all rich should pay a quota of 1% of or what mathematically need to where the money go to the promotion of environmentally-friendly in develop should then rich be force to spend an additional half of what value they spit into the fund add to similar project or assistance And on top of this should be the this come with this UN Fund and In-country further as to develop to sign the agreement be we rich that have create per we must take most of the responsibility
1212;2;1;1;0.25;0.0;390000;2;Jeg håper det kan holde seg stabilt og at ikke forandringene blir for store;I hope it can remain stable and that no change be too great
1213;7;1;0;0.5;0.0;550000;0;Jeg hører ordet-usansynlig-for naturen ordner alt-og til enden og dommedagen !;I hear word-unlikely-for nature arrange everything-even to the end and the Day of Judgment!
1214;7;1;0;0.25;0.3333333;600000;3;"Jeg husker godt regn ras og uvær fra 1930-årene og aner at det var snakk om is-smelting i Polhavet også dengang Jeg tenker av og til at ""klimaendring"" har blitt dagens moteord ";"I remember well the rain and storm of 1930 and recognize that there be talk of ice melt in the Arctic Ocean also at that time I think sometimes that ""climate change"" have become today's"
1215;3;2;1;0.75;0.6666667;417700;3;Jeg føler et ubehag Det er for meg et svært negativt ladet ord og jeg tenker på hvordan verden vil være for mine barn og barnebarn Jeg er redd for at vi vil merke konsekvensene av klimaendringene mye raskere enn hva vi tror i dag;I feel a discomfort It be for me a very negatively charge word and I think about how the world will be for my and I be afraid that we will feel the of climate change much faster than what we think today
1216;1;2;1;1.0;0.6666667;20000;2;"Jeg er veldig interessert i klimaendringene og bli fort provosert hvis folk sier at det ikke er sant eller at det er greit å kjøre på som vi gjør nå Det er så utrolig mye vi kan gjøre for å dempe utslippene våre men likevel er det mange som ikke gidder fordi ""det har ikke noe å si hva en person gjør"" Men det har jo det! Hvis alle gjør litt gjør vi sammen mye FrP sine utsagn om at det ikke skjer er bare totalt på trynet Det jeg tenker når de sier sånn er at de sier det så de kan cruise rundt i bilene sine med god samvittighet istedenfor å konstant tenke på utslipp Résirkuler ta mer buss bruk ting igjen det er ikke værre enn det ";"I'm very interest in climate change and become quickly anger when people say that it be not true or that it be to run on as we be do now be so much we can do to mitigate our but still there be many who do not bother because ""it do not matter what a person does"" But that's it! If everyone do a little, we make together much its statement that it do not happen be just totally in the face What I think when they say that's the way they say it so they can cruise around in their in good conscience, instead of constantly think about take more bus use again it be not worse than it"
1217;5;1;0;0.5;0.0;650000;1;Jeg er usikker på om påstandene om klimaendringer er relevante Jeg er også usikker på om alle klimaendringer er menneskeskapt;I be unsure about the of climate change be relevant I be also unsure if all climate change be man-made
1218;6;1;0;0.25;0.3333333;800000;3;Jeg er ikke overbevist om den tolkning som er valgt Jeg er 67 år og i hele mitt liv har jeg vært utsatt for klimaendringer Snø mangel på snø mye nedbør lite nedbør kalde somre varme somre etc;I'm not convince the interpretation choose I be 67 and throughout my life I have be expose to climate change Snow lack of snow much precipitation little precipitation cold summer hot summer
1219;2;2;0;0.75;0.3333333;400000;3;Jeg er ikke 100% sikker på om klimaendringer skyldes så mye selve forurensningen Naturkatastofer har oppstått i alle år på denne jord;I'm not 100% sure whether climate change cause so much of the pollution be natural have occur over the on this earth
1220;3;1;1;1.0;0.6666667;600000;3;Jeg er delvis optimist siden ting skjer på solsiden (solceller altså) men og veldig pesimistisk fordi alle venter med å gjøre noe til de har blitt rikere;I'm partial optimist since happen on the sunny side (solar that is) but also very pessimistic view because everyone wait to do anything until they have become
1221;4;2;1;1.0;0.3333333;280000;1;jeg er bekymret;I'm concern
1222;3;2;1;0.75;0.3333333;338400;1;Jeg er bekymerer om det håper de andre kunne tenker på det;I be about the hope the could think about it
1223;6;1;0;0.5;0.6666667;1300000;3;Jeg er [] klimaendringer er en naturlig del av vår planet;I be [] climate change be a natural part of our planet
1224;2;2;1;1.0;0.6666667;472000;3;Jeg blir skremt av å tenke på hvordan vi behandler jorden vi lever på og at vi ikke gjør større endringer raskere for å ta bedre vare på den;I get scar of think about how we treat the earth we live on and that we do not make significant change quickly in order to take better care of it
1225;1;2;1;0.75;0.0;0;2;Jeg blir redd og skeptisk ovenfor vårt enorme CO2 utslipp samtidig som jeg tenker på verden ang flom og andre naturkriser/ekstremvær;I get scar and skeptical above our enormous CO2 at the same time that I think about the world flood and other natural / extreme
1226;5;2;1;1.0;0.3333333;85000;3;jeg blir kjemperedd og vil gjerne gjøre mer enn jeg gjør Blir sint og frustrert når folk ikke tar det alvorlig;I will fight scar and want to do more than I do Becomes angry and frustrate when people do not take it seriously
1227;3;1;1;1.0;0.3333333;400000;3;Jeg blir kjempe skremt om fremtiden og hvordan neste generasjon skal leve hvis vi ikke gjøre noe med;I will fight scar about the future and how the next generation will live if we do not do something about
1228;7;2;1;0.75;0.0;225000;1;Jeg blir engstelig for hvordan fremtid blir for våre etterkommere Vi som lever i dag kan mestre det men noe må gjøres fort;I'll be anxious how future will be for our descendants, we who live today can master it but something must be do quickly
1229;4;2;1;1.0;0.6666667;169500;2;Jeg blir bekymret Og redd for fremtiden både min mine barn og barnebarns;I get worry and afraid for the future both my my and
1230;1;2;1;1.0;0.3333333;60000;1;"Jeg bli redd for hva som kommer til å skje med framtiden Jeg har faget ""Sosialkunnskap"" og har akkurat lest om at vi gjerne er så bortskjemte at vi undergraver vår egen framtid Rekningene sendes til neste generasjon Samtidig tenker jeg at dette som egentlig gjaldt økonomi kan overføres til våre vaner når det gjelder miljøvennlighet Vi må huske på at det kommer mennesker etter oss og det virker det ikke som om vi gjør ";"I become afraid of what will happen with the future I have the subject ""Social Knowledge"" and just read about that we would like be so spoil that we undermine our own future help transmit to the next generation the same time I think that this be actually apply economics can transfer to our habit when it come to environmental friendliness we must remember that the come after us and it do not seem like we do"
1231;4;1;0;0.25;0.0;0;2;jaha ?? Ei fleste er so unanserte og ingen tenke konsekvensar/realitetar utover sitt eige innhald Ingen tar med at planeten endrar seg ogso heile tida Målingar over tid vert sett opp som absolutt sjølv om målingar kun har vore utført ca 50 til 70 år og vert ikkje sett saman med tidslinjer for planeten eksempelvis for 100000 år til 10miljonar år;?? people be so and no think / reality beyond 's native content Nobody take that planet change all the time over time host set up as absolute, even if have only perform about 50 to 70 and host not see together with planet example for 100,000 to 10miljonar
1232;4;1;1;0.25;0.3333333;440000;3;Ja men det har jeg jo hørt før jeg tror jeg konsentrerer meg om noe annet F eks bestiller meg en ny billig flytur;Yes but I have hear of before I think I'm concentrate on something else order me a new cheap flight
1233;3;1;0;0.75;0.3333333;0;2;Ja det er klimaendringer Nei dette bør ikke bli enda en melkeku Avgiftspolitikk innen kjøretøy (spesiellt EL/hybrid) og import må det fokuseres på;Yes it be climate change No this should not be even a cash cow Fee in vehicle (especially Electric / hybrid) and import the focus should be on
1234;2;1;1;1.0;0.3333333;300000;3;its going to affect rapidly our lives in future;its go to affect rapidly our live in future
1235;6;1;0;0.25;0.0;300000;2;istider;Ice
1236;3;1;1;0.5;0.3333333;436000;3;Issmeltingen i Arktis;Melting ice in the Arctic
1237;1;2;1;1.0;0.6666667;180000;2;Is-smelting økte havnivåer varmere hav som fører til mer hyppige og kraftigere stormer;Ice melt increase sea level warmer lead to more frequent and more powerful storm
1238;4;1;1;0.75;0.3333333;0;2;issmelting økt havoverflate/stand;deglaciation increase sea surface / stand
1239;2;2;1;1.0;0.6666667;520000;3;Issmelting vannmangel;Ice melt water shortage
1240;4;2;1;1.0;0.6666667;465000;3;Issmelting tørke vannmangel dårlig luft orkaner tyfoner ødeleggelser av regnskogen og andre og oftere naturkatastrofer At land med store utfordringer får enda større og vanskeligere utfordringer hvilket fører til større menneskelige lidelser og lignende !;Ice melt drought water shortage poor air destruction of and other and often natural that with major challenge be even greater and more difficult challenge lead to greater human suffer and the like!
1241;2;2;1;0.5;0.6666667;370000;3;issmelting stormer orkan flom osv;melt ice storm hurricane flood etc.
1242;4;2;1;0.75;0.3333333;0;3;Issmelting på polene endringer i dyre- og plantelivet Uforutsigbare værforhold som påvirker hele kloden;Ice melt at the pole change in animal and plant life, the unpredictable weather condition that affect the entire globe
1243;1;2;1;1.0;0.3333333;20000;2;Issmelting på polene ekstremvær;Ice melt on the pole of extreme weather
1244;4;1;1;0.5;0.3333333;600000;1;issmelting og uvær;melt ice and storm
1245;4;1;1;0.75;0.3333333;1700000;3;issmelting og ustabilt vær;melt ice and unstable weather
1246;3;2;1;0.75;0.6666667;470000;2;Issmelting og stigende vannivå Flere kraftige stormer og ustabilt vær Varmere klima;Ice melt and rise water level More powerful storm and unstable weather warmer climate
1247;1;1;1;1.0;0.6666667;50000;2;Issmelting og naturkatastrofer Enden på visa for jorden Vi må endre vårt levesett drastisk hvis vi skal endre dette Det gjelder ikke bare at vi må slutte med ikke-fornybare energikilder men også at hver og en av oss spesielt i den vestlige verden må minske vårt forbruksnivå mange mange hakk Vi lever i det jeg liker å kalle et konsumhelvete noe Norge burde og har muligheten til endre i og med at vi er et så rikt land som vi er;Ice melt and natural end of the story for the earth, we must change our drastically if we be to change this apply not only that we need to stop with non-renewable energy source but also that each one of us especially in the Western world must reduce our consumption level many many notch we live in what I like to call a consumer hell which should and have the ability to change in that we have such a rich country as we be
1248;6;2;1;0.5;0.3333333;371000;3;Issmelting og havnivået Stig;Ice melt and the sea level
1249;1;2;1;0.25;0.3333333;100000;2;Issmelting naturkatatrofer som orkaner tsunamier o l el-bil gjenvinning resirkulering gjenbruk ozonlaget cO2-utslipp;Ice melt as o l electric car recovery recycle reuse ozone CO2
1250;4;2;1;0.75;0.6666667;369;3;Issmelting i Syd-og Nordpolen Dyrelivet med isbjørnen som symbol forringes og blir destruert og det går raskere enn først antatt Dette vil også påvirke vannstanden på sikt Dessuten mer uvær tyfoner og orkaner i sydligere strøk Lite påvirkning for oss her i Norge i forhold til andre land som tradisjonelt har pleid å få alt fra sterk storm til mye nedbør De vil få mer ekstremvær og får unngjelde for vår mangel på forståelse for hva vi kan gjøre for å hindre dette;Ice melt in the South and the North Pole wildlife with the polar bear as a symbol deteriorate and be destroy and it be faster than first thought, this will also affect the water level in the long term Moreover, more storms, and in the southern Lite influence for us here in compare to other who have traditionally tend to get everything from strong storm to heavy precipitation They will have more extreme weather and pay the price for our lack of understand of what we can do to prevent this
1251;3;2;1;1.0;0.6666667;600000;2;Issmelting I Arktis og på Grønland;Ice melt in the Arctic and
1252;4;1;0;0.5;0.3333333;500000;2;Issmelting forurensing;Ice melt pollution
1253;6;1;1;0.75;0.3333333;450000;2;issmelting av polområder;deglaciation of polar
1254;3;2;0;0.75;0.3333333;470000;3;Is-smelting;Is-smelting
1255;1;1;0;0.5;0.6666667;0;2;Is-smelting;Is-smelting
1256;4;1;1;0.5;0.3333333;950000;3;issmelting;melt ice
1257;2;2;0;0.5;0.6666667;500000;3;issmelting;melt ice
1258;6;2;1;0.75;0.3333333;450000;3;issmelting;melt ice
1259;3;2;1;1.0;0.3333333;600000;3;Issmelting;Ice melt
1260;3;2;1;0.5;0.6666667;560000;3;Issmelting;Ice melt
1261;5;1;1;1.0;0.6666667;500000;3;Issmelting;Ice melt
1262;3;1;1;0.5;0.3333333;400000;2;Issmelting;Ice melt
1263;3;2;1;0.5;0.0;400000;1;Issmelting;Ice melt
1264;3;1;0;0.5;0.3333333;550000;3;Issmelting;Ice melt
1265;6;1;1;0.5;0.3333333;500000;2;Issmelting;Ice melt
1266;3;1;1;0.75;0.3333333;0;3;issmelting;melt ice
