"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1089"	1088	7	2	0	0.25	0.3333333	280000	3	"Climate change can affect some parts of the earth negative "	1	0.0648197679691632	0.786110268708305	0.110235430394293	0.0388345329282377
"1090"	1089	3	2	1	1	0.6666667	400000	3	"Climate change Faster melting of policus "	1	0.111401497108367	0.546692052088074	0.165237591019143	0.176668859784415
"1091"	1090	5	2	0	0.25	0	214000	0	"Climate change has been was century "	0	0.0738080969123025	0.783761534596054	0.0651051786770174	0.0773251898146264
"1092"	1091	6	1	0	0.5	0.3333333	650000	2	"Climate change has been in all time "	0	0.0591281033848893	0.805265161538517	0.0923828402520634	0.0432238948245306
"1093"	1092	5	1	0	0.25	0	35000	1	"Climate change, we have always had it goes in different time zones for a long time it looks good again in Svalbard where you find fossils of palm trees and different plants and animals from many years back "	0	0.100832474906247	0.73535845607507	0.062195325108719	0.101613743909964
"1094"	1093	1	2	0	0.5	0.3333333	150000	3	"Climate change has been around for all years what we do not know is whether these changes that occur now are similar to previous fluctuations "	1	0.0269077322365762	0.851478816976308	0.0966766776337969	0.0249367731533192
"1095"	1094	4	2	1	0.5	0.3333333	250000	2	"Climate change has always been cycles "	0	0.064597517511436	0.769765198374562	0.109867230825589	0.0557700532884128
"1096"	1095	5	2	1	0.75	0.3333333	160000	3	"Climate change has always happened and is involved in \"nature's order\" but at the same time, human activity is also the cause of climate change The ice melts on the North Pole and makes difficulties for polar bears and other animals here the temperature rise and makes a problem for agriculture in Søreuropa Smog in the big city. Plan to Byggja Large ponds by the rivers leading water to India This will impossible rice cultivation Reint drinkvatn will be a lack of several land climate change will change the economic system and gi political instability "	1	0.139142715832147	0.528454613844092	0.105910510103603	0.226492160220158
"1097"	1096	4	2	0	0	0	470000	2	"Climate change has always existed climate change is used / abused for what it is worth to tax us even more "	0	0.0290407648162038	0.893745154066548	0.05390149530747	0.0233125858097784
"1098"	1097	3	2	0	0.5	0.3333333	605000	3	"Climate change is the world cycle and there is little we can do to stop climate change pollution, however, there is a lot we can do to get a healthier globe to live on "	1	0.0447035900724971	0.746785203945539	0.175957175962297	0.032554030019667
"1099"	1098	1	1	0	0.5	0.3333333	0	2	"Climate change is something that has existed on earth since the start of ice has gone over and warmer times have come later "	0	0.0538553458724942	0.708147326847963	0.107133932358728	0.130863394920815
"1100"	1099	3	1	1	1	0.6666667	380000	3	"Climate change is man-made and due to our addiction and overuse of fossil energy It is demanding but absolutely necessary to phase out oil coal and gas and build up sustainable and renewable energy it will at the same time give us a greener and better society where we are not dependent on expensive and non-renewable resources "	1	0.0922383865191487	0.465725159825708	0.396767177695915	0.0452692759592285
"1101"	1100	6	1	0	0.25	0.3333333	300000	3	"Climate change is nothing new "	1	0.0534885702964329	0.81702516633793	0.0953507067326732	0.0341355566329639
"1102"	1101	2	2	1	0.75	0.3333333	230000	2	"Climate change is today the greatest danger of extinction of human existence "	0	0.0547418695769918	0.74615962374265	0.147235767612208	0.0518627390681498
"1103"	1102	1	1	1	0.75	0.3333333	240000	2	"Climate change is a reality we are in now with increased levels of global basis for both land and seas we must begin to think new in terms of economy society, etc. It no longer holds to carry out environmental measures based on what the economy can withstand but think economy Based on what the environment can withstand "	0	0.103675491020368	0.68599912713822	0.119929656495601	0.0903957253458116
"1104"	1103	2	1	1	0.25	0	450000	2	"Climate change is a natural part on Earth We humans have probably influenced climate change with the KFK gas but after it, the temperature has the temperature of 2002 - 2013 decreasing and will probably continue and fall CO2 emissions increase in a tremendous speed without affecting the temperature "	0	0.16341750165864	0.604997219759884	0.173015826995276	0.0585694515862008
"1105"	1104	4	1	0	0.5	0.3333333	300000	3	"Climate change is often financial / p Olitisk utilized "	1	0.065736725184693	0.765990151912975	0.119472026636583	0.048801096265749
"1106"	1105	5	1	0	0.25	0.3333333	270000	1	"Climate change is often linked to \"man-made\" we are constantly told new explanations for this and often explain a later date, for 10 years, we have been imagined that the snow in Himaliaia melts but a year ago we got to know that it does Not yet! Mild winters are explained by \"man-made climate change\" but what is due to cold winters that we have gotten back? "	0	0.0688620210349068	0.636185074231899	0.0530021676393018	0.241950737093893
"1107"	1106	3	2	0	0.25	0	350000	2	"Climate change goes in fluctuations it was mild and unpredictable 50 years ago too "	0	0.0793323322645209	0.686110292980005	0.11683676084058	0.117720613914894
"1108"	1107	6	1	1	1	0.6666667	360000	3	"Climate change is very serious for people across the globe Currently, we have not seen the most serious consequences in our country which might be one of the reasons why we do not seem to be willing to do what is needed to reduce / stop the dangerous Developments I am retired and think a lot about the problems our children and not least grandchildren and the generations after will face the world is slightly stuck in their growth economy and \"the reigning generations\" abilities / dare not to take the unpopular and partly dramatic grips. To reduce the \"wheels' acceleration\" it would mean a long transition period to truly ecological \"sustainable\" production with perhaps great unemployment and necessary lowering of standard of living in our rich part of the world therefore we should leave the young people who \"own the future\" a far more important and decisive voice as that anyway are those who are going to have to live with the consequences "	1	0.0325958940288261	0.522653429810286	0.429837825333245	0.0149128508276434
"1109"	1108	4	2	1	1	0.3333333	0	2	"Climate change is frightening and even more frightening it is that although we should make drastic grips to stop the development of the man-made change it does not seem to be willing to sacrifice anything to save our planet "	0	0.0245558195487415	0.877310925369304	0.0788405320211785	0.0192927230607761
"1110"	1109	6	1	1	0.75	0.3333333	340000	3	"Climate change is far on road man-made / pollution "	1	0.0813774356096614	0.681785299513323	0.187262098293735	0.0495751665832814
"1111"	1110	6	1	0	0.25	0.3333333	370000	2	"Climate change is not man-made! "	0	0.0627628807345215	0.802725186785424	0.0890436252364328	0.0454683072436217
"1112"	1111	3	1	1	0.75	0.6666667	405000	3	"Climate change is reality and we must counter now - otherwise the consequences are just worse and worse! "	1	0.0554180597590843	0.680269485150726	0.224525321936791	0.0397871331533991
"1113"	1112	1	2	1	0.5	0.6666667	80000	2	"Climate change: more rain and bad weather storms hurricanes etc in present to buy up climate quotas so the government should rather focus on simple things that most people can do in everyday life as recycling reuse etc "	0	0.259533486648093	0.452485872107989	0.128637508024881	0.159343133219037
"1114"	1113	5	1	0	0.25	0.3333333	0	1	"Climate change is natural changes that go in waves "	0	0.0678965124647679	0.770998308706697	0.107157474823615	0.05394770400492
"1115"	1114	3	1	0	0.25	0	700000	1	"Climate change is quite natural and so it has been millions of years but that we humans affect it to a small extent "	0	0.0319650365916787	0.861558412924383	0.0780869779418249	0.0283895725421137
"1116"	1115	5	1	0	0.5	0.3333333	600000	1	"Climate on Earth has been changing from the moorage of time "	0	0.0419399978010165	0.852269189959832	0.0695941943429427	0.0361966178962084
"1117"	1116	4	1	1	0	0	500000	0	"Climate has changed Always "	0	0.0668087093007569	0.788125044285499	0.0790026257038798	0.0660636207098644
"1118"	1117	4	1	1	0.75	0.3333333	490000	2	"Climate has always changed through the ages but now I know that we humans change the climate to the worse because of pollution "	0	0.0415787212456732	0.790602736977544	0.13790864454895	0.0299098972278326
"1119"	1118	6	1	0	0.5	0.3333333	340000	1	"Climate change has persisted in all time "	0	0.0562490963106438	0.820996948116222	0.0769671542074552	0.0457868013656788
"1120"	1119	3	1	1	0.25	0.3333333	0	3	"Climate change for me are cycles followed at 10 and 10 years or 100 and 100 years climate change is unfortunately for me and something we are on to affects but not to as much as the biggest activists claim climate change work fine during choice "	1	0.0264439267068909	0.85880637443551	0.0962452997732814	0.0185043990843182
"1121"	1120	5	1	0	0.75	0.3333333	450000	3	"drive the least possible with the car "	1	0.0721491252002216	0.711576825868001	0.166758032323884	0.0495160166078931
"1122"	1121	1	2	1	0.75	0.6666667	150000	1	"Run less so that the ice on the poles and the Arctic do not melt use more public transportation throw less food and things that can be recycled to be recycled "	0	0.225096304608391	0.354405277067188	0.121200366541608	0.299298051782813
"1126"	1125	5	1	1	0.75	0.3333333	350000	1	"Bored word - there happens so little it seems like it's just talking about it "	0	0.0356337511381664	0.857620185454077	0.0776829719131	0.0290630914946564
"1128"	1127	2	1	0	0.5	0.6666667	1000000	3	"China. "	1	0.0639756305921166	0.731965172055858	0.140150537927159	0.0639086594248665
"1129"	1128	1	1	0	0	0	32000	2	"Kimakvoter is somewhat wasted piss we must rather take emissions that are harmful to the climate and the globe seriously there should rather have been widely stranding that one should have cleaning over, etc so the money gets to something sensible instead that it just disappears without anyone can do. something with that "	0	0.0112969458402276	0.939100941826517	0.03896722798936	0.0106348843438957
"1130"	1129	4	1	1	0.75	0.3333333	350000	2	"Source sorting "	0	0.183042447993559	0.394612703686947	0.250569355552462	0.171775492767032
"1131"	1130	1	1	1	0.75	0.3333333	35000	2	"Catatrophages dead sun heat ice melting water varying weather "	0	0.218036656424245	0.114397264986759	0.0956498930003319	0.571916185588664
"1133"	1132	7	2	1	1	0.6666667	175668	2	"Disasters such as Ras Hurricanes floods m m "	0	0.218310438567745	0.102917158628487	0.116912981118518	0.56185942168525
"1134"	1133	1	2	1	0.75	0.3333333	80000	2	"Disasters such as Flood Rear Hurricane Olympics "	0	0.170012456619958	0.17592868395764	0.157621525152855	0.496437334269547
"1135"	1134	1	1	1	0.5	0.3333333	0	1	"Disasters which possibly lead to doomsday "	0	0.18393547997041	0.455626385658596	0.198178563816881	0.162259570554113
"1136"	1135	4	1	1	0.75	0.6666667	480000	3	"Disasters What can I do the future "	1	0.131887130554876	0.451311397371225	0.317404921552548	0.0993965505213517
"1137"	1136	5	1	1	1	0.6666667	700000	3	"Disasters Famine Flood Ras Increased Temperature Fauna changes "	1	0.363699354506836	0.125952032263185	0.173122660734917	0.337225952495061
"1138"	1137	4	2	1	0.75	0.3333333	400000	2	"disasters "	0	0.207792306875053	0.352191843323409	0.232041175398738	0.207974674402801
"1139"	1138	5	1	1	0.75	0.3333333	500000	3	"Disasters "	1	0.205491673124558	0.348994481516573	0.283975330873265	0.161538514485604
"1140"	1139	5	2	0	0.5	0.3333333	440000	2	"disasters "	0	0.184545714461978	0.460745231627314	0.182907732131267	0.171801321779441
"1141"	1140	2	2	1	1	0.6666667	350000	3	"Disasters "	1	0.172815881220353	0.346007480177477	0.292499622125019	0.188677016477151
"1142"	1141	4	1	1	0.75	0.3333333	330000	2	"disasters "	0	0.183042440296363	0.394612729223572	0.250569336087909	0.171775494392157
"1143"	1142	5	1	1	0.5	0.6666667	750000	3	"Disasters "	1	0.218720037831328	0.335190174731909	0.271806754418706	0.174283033018058
"1144"	1143	5	2	1	0.75	0.6666667	430000	3	"The disaster of the Philippines this week "	1	0.236040648805068	0.298641518877934	0.262506483231344	0.202811349085654
"1145"	1144	3	1	1	1	0.6666667	550000	3	"The disaster "	1	0.165280107119881	0.37012795990469	0.308204058213423	0.156387874762006
"1146"	1145	3	2	1	0.75	0.6666667	450000	3	"Disaster Typefon Destruction Dead "	1	0.303600359157133	0.225478517990126	0.245945273423314	0.224975849429427
"1147"	1146	4	2	1	1	0.3333333	450000	3	"Disaster "	1	0.204274707897133	0.327328628088436	0.281332338116445	0.187064325897986
"1148"	1147	2	1	1	1	0.6666667	370000	3	"disaster "	1	0.149729240611969	0.385050897802742	0.312097898348905	0.153121963236385
"1149"	1148	6	2	0	0.75	0.3333333	0	2	"Disaster "	0	0.19396797439296	0.447766590996704	0.18964306524995	0.168622369360386
"1150"	1149	4	1	1	0.75	0.3333333	800000	2	"disaster "	0	0.183042440296363	0.394612729223572	0.250569336087909	0.171775494392157
"1151"	1150	6	2	1	1	0.6666667	400000	3	"Disaster "	1	0.246054930846745	0.286699720078219	0.269395842389358	0.197849506685678
"1153"	1152	4	1	1	0.75	0.6666667	300000	3	"Perhaps lucky for Norway but unfair and threatening for majority of world population in particular resource poor in the south "	1	0.202958650726023	0.266837205068751	0.350065388169264	0.180138756035962
"1154"	1153	5	2	0	0.5	0.3333333	0	1	"Chance get hotter summer unstable winters "	0	0.216274512880518	0.0996438526768225	0.0494935965931321	0.634588037849527
"1155"	1154	5	1	1	0	0.3333333	800000	3	"Can climate change come from increasing emissions? Why has it become more taifun and storm? "	1	0.196856863404372	0.566481177385846	0.131848810122397	0.104813149087385
"1156"	1155	1	2	0	0.5	0.6666667	30000	1	"Cold - I'm afraid that the Gulf Stream changes direction and we get a new ice age I'm also a bit afraid that the earth will be flooded but to be quite honest I don't think very much over climate change that I should do "	0	0.0381264961668	0.765061732939267	0.055718200655934	0.141093570237999
"1157"	1156	1	2	0	0.5	0.6666667	0	3	"cold "	1	0.17001420383647	0.258826526721915	0.130982414356892	0.440176855084723
"1158"	1157	5	1	1	1	0.6666667	350000	3	"Colder Winter More Rain Summer Stop All Flights to South Increase Avg Meanwhile I have heat pump w / rock heat Red Energy needs 65% + takes and out solar power to other heating "	1	0.134621561254712	0.210444127290729	0.1245284684044	0.530405843050159
"1159"	1158	5	1	0	0.5	0.3333333	600000	3	"Colder warmer climate can be climate periods in the history of the earth "	1	0.0788464825387359	0.664447410004969	0.102125436736739	0.154580670719556
"1160"	1159	1	1	1	0.75	0.3333333	800000	2	"Colder "	0	0.173189404703288	0.227624882317626	0.147686306356878	0.451499406622208
"1161"	1160	3	1	1	0.75	0.6666667	400000	1	"cold winters in the north and wetter and colder summers "	0	0.118635023846346	0.056645184087438	0.0463049057534858	0.77841488631273
"1162"	1161	4	1	0	0.25	0.3333333	363612	1	"calls warmer Osonlag. "	0	0.184205651558635	0.342765391851788	0.136522430109627	0.33650652647995
"1163"	1162	4	2	0	0.5	0.3333333	350000	2	"Call summers "	0	0.199137571892332	0.297037299532531	0.154073403550299	0.349751725024838
"1164"	1163	1	1	1	1	0.3333333	150000	2	"Earth's natural cycle people's influence money is more important than the environment "	0	0.0311467513635901	0.805879333883686	0.132466883048583	0.0305070317041407
"1165"	1164	3	1	0	0.25	0	500000	1	"Earth is and has been changing at all times it is just taking a look in history books Synest it is wrong that we will pay for this with money "	0	0.0195015264565994	0.914964484118154	0.0476918631369464	0.0178421262882999
"1166"	1165	2	2	1	1	0.3333333	450000	3	"Earth is hardy and will probably survive most but we humans are vulnerable and should fit better on earth to save ourselves "	1	0.0335760740184074	0.81875036940223	0.117591839071046	0.0300817175083169
"1167"	1166	5	1	1	0.5	0.3333333	400000	3	"The earth "	1	0.134276046274122	0.572506132963148	0.189741454940167	0.103476365822562
"1168"	1167	5	2	0	0.5	0.3333333	200000	3	"The Earth has at all times had climate change although enough some of what we experience today is man-made "	1	0.0324679890884562	0.871523025328319	0.0730778313519316	0.022931154231293
"1169"	1168	5	2	0	0.5	0	0	1	"I think the weather and climate go in cycles it will always be changing with year's spaces "	0	0.085431861088153	0.781961826114702	0.0770108065887644	0.0555955062083809
"1170"	1169	6	1	0	0.5	0	300000	2	"I want winter and snow "	0	0.170525293635265	0.337923605299292	0.102030241330758	0.389520859734686
"1171"	1170	2	1	0	0.75	0.6666667	0	3	"I wish very well will have good environment to find climate "	1	0.0253819174890507	0.857836627098694	0.0942375602939877	0.0225438951182676
"1172"	1171	4	1	0	0.5	0.3333333	880000	3	"I do not know what to think about the climate change the globe has been in extreme changes throughout history I rather that some of what we see today can be man-made and that it is important to focus on the environment and reduce emissions "	1	0.0365758736455826	0.876463395826271	0.0666406127048807	0.020320117823266
"1173"	1172	5	2	0	0.25	0.3333333	610000	3	"I don't think climate change is human-resistant such fluctuations it has been through all times! "	1	0.0643155399930983	0.765757210201996	0.125573679982178	0.044353569822728
"1174"	1173	2	1	1	0.75	0.3333333	550000	0	"I think this is something that happens in cycles here on the planet This changes all the time and has to do it all years but now the Seisest 10-30 excessions we have the menus begun and really destroy large amounts of waste in the sea Aldt Dor much undivided fishing in the sea The sea soon dies if we do not stop !!!!!!!!!!!! Plus it sker much much much more awful things we choose and overlook fy ashamed human "	0	0.0589545850293425	0.705628459811647	0.0757858000116233	0.159631155147387
"1175"	1174	6	1	1	1	0.3333333	400000	1	"I think politicians do not dare forcefully limit emissions in fear of lower consumption and less voices in choice "	0	0.0729757760849359	0.771995337547006	0.100794219240733	0.0542346671273256
"1176"	1175	2	1	1	1	1	360000	3	"I then that is a big problem for all country "	1	0.0492412604443926	0.745442779107095	0.158598376493306	0.0467175839552063
"1177"	1176	1	1	0	0.75	0.3333333	245000	2	"I Tente on bad weather "	0	0.325532359129844	0.281309462129396	0.152041069979098	0.241117108761662
"1178"	1177	6	2	1	0.75	0.3333333	300000	3	"I think: Our grandchildren and humanity can get a dramatic life situation "	1	0.105684561542127	0.550951126801354	0.271443629073364	0.0719206825831543
"1179"	1178	1	2	1	0.5	0.3333333	70000	1	"I think of emissions of CO2 I think too it gets hotter because of it "	0	0.0979571351150944	0.50252985736589	0.102924170458435	0.296588837060581
"1180"	1179	2	2	1	0.5	0.6666667	0	3	"I think of Svalbard and Ice Melting I also think of China and countries like constraints incredibly much and wonder how could you reduce this I also think of energy saving in many different forms - heat pumps Ledlight appliances and equipment that uses significantly less energy than what has been common before and much more "	1	0.0638172955572494	0.673129965457419	0.122055245046043	0.140997493939289
"1181"	1180	1	2	1	1	1	0	2	"I think of the rainforest who charged down every single day and where Del Norway Statoil and the Pension Fund has with this and do it makes me nauseous where double moral we are "	0	0.0628086050899769	0.688255038762964	0.124069248508794	0.124867107638265
"1182"	1181	6	2	1	0.75	0.6666667	290000	1	"I think of icebergs that melt and thus increasing sea level on milder climate more uneasy weather with storm and much rainfall on our part of the globe on other parts it is dry "	0	0.229771448098071	0.232902699921263	0.117348698258631	0.419977153722035
"1183"	1182	1	2	1	0.5	0.6666667	450000	3	"I think about global warming "	1	0.207335768066125	0.38360614469394	0.245078278877176	0.163979808362758
"1184"	1183	2	1	1	1	0.3333333	91000	2	"I think of poor countries who get lots of diseases because of it thinking of some countries that go under water after a few years "	0	0.06907608039056	0.626005764548552	0.186770717434861	0.118147437626027
"1185"	1184	4	2	1	1	0.3333333	0	3	"I think of a worse future for those who come after us and know a painful feeling in the stomach "	1	0.0741221599495952	0.64863458190581	0.22245553308438	0.0547877250602139
"1186"	1185	5	2	1	1	0.3333333	454000	3	"I think about those who come after me how does it get for them? "	1	0.0890985390156692	0.67413981938381	0.15893153141498	0.0778301101855414
"1187"	1186	4	1	1	0.75	0.6666667	1000000	0	"I think of all the opportunities we have and who could easily be implemented but as due to policy lack of initiative lack of innovation and most of all lack of long-term thinking is not discussed and far less carried out why does not say that e.g. after-insulation of houses can be implemented VAT-free? Many more would have done this of their own interest when such things do not happen begins one to wonder what politicians really think what is or how serious is climate change really? If this is so important (something I believe in), one should initiate immediate action to lead the people in the right direction and do not care so much about the people at the same time actually serving on the measures the lack of such thinking contributes big to politician consumption and Unnoticed residents there is a dangerous development for a people and nation in full "	0	0.0212870189095186	0.921615556996606	0.0442551183571923	0.0128423057366829
"1188"	1187	2	2	0	0.25	0.6666667	0	0	"I think much thinking it is positive that we look at opportunities for reducing pollution thinking that the climate has been different before it has host palms in Svalbard etc I think climate and temperature on earth has cycles that is how I see it and I think Norwegian Authorities and politicians use climate to with \"good reason\" could hope extra taxes and fees for a while it was global warming that was fashionable the politician's lips but when it turned out to not fit, it became climate change! "	0	0.0505939336305221	0.855390209059895	0.0655224025868559	0.0284934547227264
"1189"	1188	1	1	0	0	0.3333333	470000	3	"I think nothing for I don't care about the climate crisis that is a great scam "	1	0.0639936787095331	0.697844605878811	0.135996709937964	0.102165005473692
"1190"	1189	2	1	0	0.75	0.3333333	340000	1	"I think first and foremost that this happens from the nature of nature, I think that there are many who are looking to make money talking about man-made climate change clean locally as for example when I lived in [] a period and took walks by [] Have I felt that many people think of themselves rather than the environment and I think of and to the same here in [] even if it will in anyway will be entirely on the face of a good time ahead if people take public transport or the car by looking at it Big picture I think that emissions in rivers and this stroke should be stated too good to this should be punished much harder than it is done today at all I want high penalties for anyone who conducts pollution whatever scale [] is for me a dirty Høl and I do not realize that it is not made more I understand it simply not there are such things that for me do that I get less and less faith in man when I read about / watching TV about the rubbish that sent to parts of Africa Do I get a ski Ig stated just that is for me completely incomprehensible children who pick on old PCs etc to sell the little they manage to recover further for some scarves that may be complicated to put an end to this but one must put action in many joints here and the needs that are created for the consumer community should jack down 10 notches I am also drittlei of seeing the word climate change for man is hopelessly corrupt man can never fix this one realizes that many really burn to do things better for us all but when Then also a whole brew of idiots out there is not much hope "	0	0.00837564168450525	0.928556154032128	0.0569179659561367	0.00615023832722958
"1191"	1190	1	2	1	0.5	0.3333333	40000	2	"I think first and front of the North Pole and the South Pole that the ice melts and the water rises and it will rise to our height I also think of my city ([]) where each year is post about how much pollution we have [] that this is health hazardous and That climate change must be in progress for something to improve I think that climate change is a big problem in the world today and we do not enough for it to be done with it "	0	0.0607054015467213	0.59950188863818	0.0892574447794691	0.25053526503563
"1192"	1191	3	2	1	1	0.6666667	400000	3	"I think it's scary and it's time to take the threat seriously for every year just increases weather-related crises and we in Norway must understand that we do not always want to be protected by our oil money we must think of those who come after us and show Solidarity by together to lower consumption and lower emissions "	1	0.035941017469147	0.845678492798046	0.0961009486192624	0.0222795411135451
"1193"	1192	5	1	1	0.75	0.3333333	250000	0	"I think that in Norway we are so few that the impact we have on the climate is minimal compared to where the major populations are in the world that we will run on with environmental taxes OA fees on BL A fuel (diesel / gasoline) here to land ( Nordnorge) with long winter and great distances almost hypocritical and only money into a poorly disposed Treasury! Olja is ours and the hydropower is ours so we should have benefited from this it would not affect the climate on Earth for some significant degree (although it would not have to be a good example) and let Olja in Arctis remain! "	0	0.0672846601736522	0.727013043805926	0.142909034656631	0.0627932613637908
"1194"	1193	6	2	0	0.25	0	262108	3	"I think climate change has happened to different spaces up through the ages regardless of human influence emissions that pollute is another matter and must be combat "	1	0.0407380305269618	0.846030558626928	0.0883127449223342	0.0249186659237761
"1195"	1194	3	2	0	0.5	0.6666667	550000	3	"I think that climate has gone in \"wave valleys\" earlier also and thinks that the story should also be used and researched properly before calling this man-made climate change but should there be man-made changes so I believe that the development can be stopped if the world community is subject to strict measures. Think anger needs to get results that monster "	1	0.0232064082664106	0.853731569265596	0.106254582334985	0.0168074401330084
"1196"	1195	2	1	1	0.75	0.6666667	400000	1	"I think that climate changes on planted perhaps a little no matter that man affects it too good the Earth is a living plant that does not always looked like it does now this is probably just our time under the sun while we put some speed behind the time the "	0	0.0591451132345446	0.820389493690258	0.0875576246484526	0.0329077684267445
"1197"	1196	2	1	0	0	0	550000	2	"I think IFLG geology climate change has occurred several thousand times the last annuals "	0	0.0245469067050337	0.892038255418215	0.0593928792312097	0.0240219586455416
"1198"	1197	1	1	0	0.5	0	0	1	"I think there is not so much we can do because it does not have so much with VA we make to do climate change had happened anyway (as it has done before for thousands of years ago) but we make it a little faster "	0	0.0100999999664785	0.941733468975783	0.0374174016470892	0.0107491294106493
"1199"	1198	3	1	1	0.75	0.3333333	550000	3	"I think it's hard to get done anything but we need to try we owe ourselves and our kids to do what we can and it must happen quickly but I'm pessimist I think we are in a few decades going to experience big changes in world changes none of us know the consequences of "	1	0.0246464376533918	0.843788480733492	0.113957684416856	0.0176073971962606
"1200"	1199	1	2	0	0.5	0.3333333	0	1	"I think it's plain not big problem for me and climate change in Norway is a little difficult but it goes fine "	0	0.0567796193777719	0.821909915673615	0.0711872151883343	0.0501232497602789
"1201"	1200	2	1	0	0.25	0	240000	3	"I think there is problem in space "	1	0.0458141227933143	0.802882114369522	0.10979905427883	0.0415047085583336
"1202"	1201	5	2	0	0.5	0.3333333	700000	3	"I think there are many different opinions hard to know who to trust someone thinks someone exaggerates their opinions "	1	0.0303297724554586	0.87886722408233	0.0696557874353278	0.0211472160268839
"1203"	1202	1	2	1	1	0.6666667	150000	3	"I think it is a very strange priority of the new government that it is more important to remove the ban on licorice pipes and have polished open on New Year's Eve than to discuss and prioritize a more environmentally friendly profile for Norway and the initiative of public transport hair travelers! "	1	0.021267236475688	0.868310419351039	0.089817076818896	0.0206052673543768
"1204"	1203	3	2	0	0	0	270000	2	"I synest that it is a case that has been hushed into the media and made a lot of worse than it is necessarily worries me at all and do not think there is so much we can do from or to change a possible change in The climate here on earth it has happened before we have had ice age "	0	0.0418252691274363	0.817074203820741	0.085838514831037	0.0552620122207851
"1205"	1204	2	2	0	0	0.3333333	150000	3	"I find it too much focus on climate climate leases gives people guilty and larger businesses feel pressure on that they must be climate neutral green your and dates "	1	0.0630804365109792	0.791105420906556	0.104510346493246	0.0413037960892192
"1206"	1205	5	1	0	0.75	0.3333333	730000	3	"I see no reason to doubt that the climate is under change and I hope that human activity is an important / main reason for this thus the change is reversed by changed human behavior something I think is possible besides I hope I will not experience The climate effects of huge volcanic eruptions "	1	0.0152917610407353	0.912568233074069	0.0626812687438502	0.00945873714134563
"1207"	1206	6	2	1	0.75	0.6666667	360000	2	"I already see climate change it should be winter now but is closest to our orcarer and thrones saying last I think it's frightening "	0	0.0680077019146282	0.749880180994387	0.0959047144560845	0.0862074026348999
"1208"	1207	6	1	0	0	0	420000	3	"I can't bear more about climate change I'm tired of this "	1	0.163163423510612	0.494758222815787	0.162457594959972	0.179620758713628
"1209"	1208	2	2	1	0.75	0.3333333	428000	3	"I have to sharpen me become more engaged and make the changes I can in everyday life "	1	0.072198819963606	0.669722727239421	0.188396902721268	0.069681550075705
"1210"	1209	3	1	0	0.5	0.3333333	390000	2	"I believe that the sun is the biggest factor of climate change reliefly well helped by people the reason it is that the sun has behaved slightly strangely after the last suncycle start around 2008 someone also believes that other planets in the solar system are experiencing climate change something that most astronomers claim Are conspiracy theories personal I have to relate to it to what is said and written for climate change locally does not exist no matter who has blamed, we must in the Western world sharpen us and stop recovering and poisoning the only place in the solar system we can live by day date "	0	0.00955820696247766	0.938996740886847	0.0442382110679611	0.00720684108271422
"1211"	1210	4	2	1	0.5	0.3333333	400	2	"I don't like the changes that are in the climate "	0	0.0646481508123746	0.76961018638373	0.109895446994505	0.0558462158093904
"1212"	1211	1	1	1	1	0.6666667	0	2	"I hope and pray that the world's countries will agree on a comprehensive agreement it is possible to do something about this problem but rich countries must stop being so greedy and actually help poor countries by involving in climate-friendly industry and CO2 diminishing measures in the Poor countries as well as in their own oil fund should be drawn out of all soiled and environmental service and rather used for investments in environmentally friendly technology infrastructure etc. In other countries, UN should be able to create a fund that all rich countries should pay a quota on eg 1% of GDP or what matamatically needed to where the money goes to the advancement of environmentally friendly measures in U-countries then rich countries should be forced to spend another half of what the value they spit into the fund extra to similar projects or assistance and on top of this should This emission reduction agreement comes with this UN Fund and in-country additional commitments such as incentives to the U-country to sign the agreement there are we rich countries that have created PR the insult we must take most of the responsibility "	0	0.007675667871065	0.931514338945333	0.0540467441240414	0.00676324905956081
"1213"	1212	2	1	1	0.25	0	390000	2	"I hope it can stay stable and not the changes become too large "	0	0.128511401204304	0.634570345332095	0.134198328873971	0.10271992458963
"1214"	1213	7	1	0	0.5	0	550000	0	"I hear the word-in-depth-for nature arranges everything and to the end and the judgment day! "	0	0.0730212019248196	0.771314847722268	0.0972129268984936	0.0584510234544187
"1215"	1214	7	1	0	0.25	0.3333333	600000	3	"I remember good rain ras and storms from the 1930s and make sure it was talking about ice-melting in the Arctic Ocean also I think of that \"climate change\" has become today's fashion word "	1	0.150354995586789	0.559737453160703	0.109548118958887	0.180359432293622
"1216"	1215	3	2	1	0.75	0.6666667	417700	3	"I feel a discomfort It is for me a very negative charged word and I think of how the world will be for my children and grandchildren I am afraid that we will notice the consequences of climate change much faster than we believe today "	1	0.0430887356794962	0.712311207965283	0.214069314598496	0.0305307417567254
"1217"	1216	1	2	1	1	0.6666667	20000	2	"I am very interested in climate change and be quickly provoked if people say it is not true or that it is ok to run on as we do now that is so incredibly much we can do to curb our emissions but still there are many who are not Bed because \"it has nothing to say what a person does\" but it has it! If everyone does a little doing together much frp their statements that it does not happen is just total on the face I think when they say it is that they say it so they can cruise around their cars with good conscience instead of constantly thinking about emissions Résirkuler take more bus use things again it's not worse than that "	0	0.00900650479286819	0.935468613652998	0.0464739310117612	0.0090509505423732
